2.449627488908036612e+06,1.005333133128560652e+00,1.724022674890058737e-03
2.449627532305523753e+06,1.002900442802528325e+00,1.724022674890058737e-03
2.449628489132883959e+06,1.024631619738850530e+00,1.724022674890058737e-03
2.449628532877511345e+06,1.038962890401310846e+00,1.724022674890058737e-03
2.449629489009645768e+06,9.818569945632830143e-01,1.724022674890058737e-03
2.449629529976800084e+06,9.915059722623392746e-01,1.724022674890058737e-03
2.449630489232704509e+06,1.007796848313931903e+00,1.724022674890058737e-03
2.449630536101865582e+06,1.008375502688131808e+00,1.724022674890058737e-03
2.449631489107728004e+06,9.907514057227230220e-01,1.724022674890058737e-03
2.449631529033275321e+06,1.015715478795413018e+00,1.724022674890058737e-03
2.449632488981917035e+06,9.768007281118050722e-01,1.724022674890058737e-03
2.449632529254610185e+06,9.839421094168638859e-01,1.724022674890058737e-03
2.449633489202477038e+06,9.854419711223405542e-01,1.724022674890058737e-03
2.449633531558207702e+06,1.003537543791654274e+00,1.724022674890058737e-03
2.449634489075076766e+06,1.001952466554583809e+00,1.724022674890058737e-03
2.449634524834395852e+06,9.934415480420306643e-01,1.724022674890058737e-03
2.449635488946918864e+06,1.040299169960799075e+00,1.724022674890058737e-03
2.449635527136453893e+06,9.803919108526759629e-01,1.724022674890058737e-03
2.449636489165204577e+06,9.938481056671015779e-01,1.724022674890058737e-03
2.449636527701888233e+06,9.884318619195374689e-01,1.724022674890058737e-03
2.449637489035603590e+06,1.004457892748731540e+00,1.724022674890058737e-03
2.449637535904510878e+06,1.000869919714434619e+00,1.724022674890058737e-03
2.449638489252492320e+06,1.016244653418789667e+00,1.724022674890058737e-03
2.449638530913715251e+06,1.036187712656231108e+00,1.724022674890058737e-03
2.449639489121538587e+06,9.866848129417413737e-01,1.724022674890058737e-03
2.449639528699675109e+06,9.937611885618496954e-01,1.724022674890058737e-03
2.449640488989942241e+06,1.003389852917573988e+00,1.724022674890058737e-03
2.449640526832170784e+06,1.012078113470963991e+00,1.724022674890058737e-03
2.449641489204899874e+06,9.904854687072393027e-01,1.724022674890058737e-03
2.449641528782987036e+06,1.010583798915041243e+00,1.724022674890058737e-03
2.449642489072079770e+06,9.771960542185021970e-01,1.724022674890058737e-03
2.449642528650143184e+06,9.874086099153975837e-01,1.724022674890058737e-03
2.449643488938676659e+06,9.863582350962228906e-01,1.724022674890058737e-03
2.449643530599772930e+06,9.976954811407462431e-01,1.724022674890058737e-03
2.449644489151887596e+06,9.946585000381170660e-01,1.724022674890058737e-03
2.449644533590365201e+06,9.928409785540918131e-01,1.724022674890058737e-03
2.449645489017379470e+06,1.040419071119425443e+00,1.724022674890058737e-03
2.449645531372780446e+06,9.722395045478380293e-01,1.724022674890058737e-03
2.449646489229520783e+06,9.938911976594126951e-01,1.724022674890058737e-03
2.449646526030096225e+06,9.927993861233214146e-01,1.724022674890058737e-03
