,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
1459,ZTF18abcgvxx,2458288.8972917004,1,534397293515,20.4377,1,534397293515015011,t,11,534,35,488,759.4,1291.91,291.5629013,5.1756481,18.6876,0.090455,3.78615,18.8599,0.0928,4.88934,16.005,0.017,0.508,-0.011000000000000001,-0.904883,0.172343,5.16,0.983,759.4,1.5778,0.571717,0.925,0.8740000000000001,0.179264,0.16938,1.05835,1,0,0.646667,0.0,17.9,23958,1.0,18.7681,0.1055,291.562356,5.1769136,16.0006,15.3963,15.11,14.9442,0.9824579999999999,4.83911,1,7,2458288.8972917004,2458288.8972917004,9.94622230529785,0,114212915623402732,114212915641582769,-999.0,21.7066,21.2696,20.499000000000002,0.5,6.1578599999999994,114212915616433078,-999.0,18.1009,17.6491,17.412,0.194958,7.101719999999999,88,488120135,2458206.009873,2458279.87515,15,,,,,,,,,,,,,,,,,,,,,,2018-06-19T09:32:06.003,58288.39686345963,0.7876000000000012,18.361825316612457,6.060818269425594,5.73318911603005,4.885008791219548,0.11432981555480724,0.325774683387543
2534,ZTF18abcjmby,2458289.8950694,1,535395063515,19.9974,1,535395063515015003,t,3,535,35,488,1136.14,969.779,291.456319,5.2099645,18.5758,0.13292,2.1923,18.54,0.0639,4.88575,20.003,0.031,0.371,-0.021,-2.85825,-0.035767,4.77,0.975,969.779,1.4574200000000002,0.868266,1.422,1.341,0.298113,0.281132,1.0604,0,0,0.606667,0.0,17.9,23958,1.0,18.3718,0.0708,291.4566124,5.2113082,-999.0,21.4611,20.6937,20.6556,0.5,2.3258900000000002,1,8,2458289.8950694,2458289.8950694,15.409621238708501,0,114252914569742181,114252914556023016,-999.0,21.2614,20.0435,19.284000000000002,0.723468,3.17872,114252914566194039,19.9505,18.9879,18.4792,18.1519,0.920542,4.89754,85,488120135,2458206.009873,2458279.87515,15,,,,,,,,,,,,,,,,,,,,,,2018-06-20T09:28:53.996,58289.39464115911,0.6758000000000024,18.354421647546044,5.967699278542068,5.7330498505758865,4.878961959492057,0.1152626906811576,0.2213783524539572
4053,ZTF18abcohmi,2458290.8991088,1,536399103515,20.6727,1,536399103515015013,t,13,536,35,488,1526.97,917.623,291.3476894,5.2431158,18.4691,0.07397469999999999,5.613169999999999,18.6121,0.0568,4.3160099999999995,21.730999999999998,0.196,1.054,-0.239,0.693599,0.142997,2.23,0.983,917.623,2.0605700000000002,1.22417,0.779,0.735,0.349327,0.329596,1.05986,1,0,0.833333,0.0,17.9,23958,1.0,18.707,0.0798,291.3485565,5.2439717,-999.0,22.1665,21.4727,20.9746,0.5,2.38147,1,9,2458290.8991088,2458290.8991088,29.8412570953369,0,114292913480231572,114292913475843516,20.8777,19.9848,19.4324,19.1743,0.885381,4.05161,114292913485643300,21.7737,20.7067,20.2156,19.8807,0.8345,4.51651,91,488120135,2458206.009873,2458279.87515,15,,,,,,,,,,,,,,,,,,,,,,2018-06-21T09:34:43.000,58290.398680558894,0.5691000000000024,18.34710860811178,5.87552709036526,5.7329088283216025,4.873121092873513,0.11615705416530545,0.12199139188822272
7169,ZTF18abctxel,2458292.9135069,1,538413503515,20.98,1,538413503515015016,t,16,538,35,488,2316.48,692.1160000000001,291.1254754,5.3047282,18.3109,0.0663628,12.3637,18.3861,0.0382,5.28964,19.288,0.037000000000000005,1.3980000000000001,0.086,0.702669,0.075235,2.24,0.982,692.1160000000001,2.59386,1.15726,0.7929999999999999,0.779,0.354018,0.34776799999999997,1.01797,0,0,0.8466670000000001,0.0,17.9,23958,1.0,18.3416,0.0463,291.1255474,5.3032427,-999.0,21.5144,20.5774,20.1872,0.5,3.9433300000000004,1,10,2458292.9135069,2458292.9135069,30.430025100707997,0,114362911254207491,114362911246907509,-999.0,-999.0,21.5016,-999.0,0.5,4.9638599999999995,114362911255454381,19.2784,18.3894,17.9655,17.7195,0.108155,5.29117,87,488120135,2458206.009873,2458279.87515,15,,,,,,,,,,,,,,,,,,,,,,2018-06-23T09:55:26.996,58292.41307865923,0.4109000000000016,18.332907545528276,5.696150457971234,5.732623225930891,4.862147701239811,0.11780538140793526,-0.02200754552827533
8671,ZTF18abcwzpi,2458293.9118171004,1,539411813515,19.9685,1,539411813515015009,t,9,539,35,488,2711.11,580.198,291.0134671,5.332977099999999,18.2533,0.0785928,1.6085200000000002,18.3426,0.0734,1.57318,22.024,0.14800000000000002,0.271,-0.111,-0.410534,0.089318,2.46,0.983,361.39099999999996,1.62592,1.22759,0.889,0.855,0.36138200000000004,0.347561,1.03977,0,0,0.756667,0.0,17.9,23958,1.0,18.4045,0.0991,291.0138765000001,5.3328047,21.6604,20.744,19.9873,19.7951,0.7444109999999999,1.9208900000000002,1,11,2458293.9118171004,2458293.9118171004,23.734031677246104,0,114392910139249774,114392910132589337,21.967,21.5452,20.8607,20.698,0.20588099999999998,2.3035799999999997,114392910135238616,21.4155,20.4099,19.7402,19.4905,0.711625,4.3019099999999995,96,488120135,2458206.009873,2458279.87515,15,,,,,,,,,,,,,,,,,,,,,,2018-06-24T09:53:00.997,58293.41138885962,0.35330000000000084,18.32613266525141,5.610474819606218,5.73248036434106,4.857080775621176,0.11859006927932787,-0.0728326652514113
10342,ZTF18abdcjmn,2458295.7948264,2,541294823415,20.0322,1,541294823415015004,t,4,541,34,488,377.29400000000004,468.92800000000005,290.799287,5.3819485999999985,17.6959,0.0506973,5.59497,17.7309,0.0487,1.06869,18.394000000000002,0.025,0.574,0.019,3.6019900000000002,0.035001,2.31,0.985,377.29400000000004,2.3013,1.10732,0.752,0.73,0.32554099999999997,0.316017,1.03014,2,0,0.813333,0.0,17.9,23958,1.0,17.824,0.0677,290.7992878,5.3822486,20.1331,18.6309,17.7344,17.2061,0.84725,0.862999,1,28,2458295.7948264,2458295.7948264,25.297334671020497,0,114452907993239123,114452907986369076,19.5308,18.4144,17.8669,17.5506,0.6850890000000001,2.55095,114452907991019644,-999.0,20.3841,19.5277,-999.0,0.5,2.6530400000000003,91,488120234,2458199.004259,2458273.880046,15,,,,,,,,,,,,,,,,,,,,,,2018-06-26T07:04:33.001,58295.294398159254,-0.20409999999999684,17.769115141445635,5.455844993501843,5.7322085173638415,4.848203725323012,0.11979033319604326,-0.07321514144563324
10441,ZTF18abdcnkc,2458295.860162,1,541360163415,19.6094,1,541360163415015007,t,7,541,34,488,415.207,501.291,290.7916017,5.383571599999999,18.2432,0.105505,2.08718,18.249000000000002,0.1102,7.22209,21.706,0.11199999999999999,0.698,-0.13,-0.0357106,0.005848,3.03,0.983,415.207,1.36042,0.836831,0.83,0.748,0.273927,0.246865,1.10963,1,0,0.666667,0.0,17.9,23958,1.0,18.2148,0.1368,290.7907811,5.3854305,-999.0,21.585,20.7954,20.385,0.5515,4.01264,1,29,2458295.860162,2458295.860162,20.1453628540039,0,114452907925239967,114462907910872194,-999.0,21.212,20.3104,19.7042,0.589604,4.4751199999999995,114462907907832978,21.4645,20.0898,19.2786,18.8343,0.796188,7.33165,90,488120134,2458206.009873,2458281.879583,15,,,,,,,,,,,,,,,,,,,,,,2018-06-26T08:38:37.997,58295.359733758974,0.34320000000000306,18.313489099234,5.450578824535897,5.732199029087459,4.847907780690429,0.1200961485581606,-0.07028909923399951
11075,ZTF18abdebmc,2458296.815787,2,542315783415,19.6727,1,542315783415015006,t,6,542,34,488,800.078,451.26199999999994,290.6813241000001,5.406185099999999,17.7189,0.053617599999999994,2.30357,17.8469,0.0735,3.9197,18.351,0.040999999999999995,1.4880000000000002,0.004,2.44742,0.12798900000000002,2.26,0.983,451.26199999999994,1.82578,1.16943,0.79,0.759,0.349558,0.335841,1.04084,2,0,0.8466670000000001,0.0,17.9,23958,1.0,17.8296,0.0912,290.6810113,5.4051271,20.2112,18.6124,17.6868,17.1334,0.797375,4.08579,1,30,2458296.815787,2458296.815787,24.7377529144287,0,114482906810386588,114482906824797249,20.4441,19.3123,18.6307,18.2755,0.945333,4.53086,114482906804649099,19.9551,18.7415,18.0825,17.7557,0.785464,4.69485,78,488120234,2458199.004259,2458273.880046,15,,,,,,,,,,,,,,,,,,,,,,2018-06-27T07:34:43.997,58296.31535875938,-0.18109999999999715,17.762808132041727,5.376117746799541,5.732059821521349,4.843759958532133,0.12062420343245864,-0.04390813204172517
12213,ZTF18abdggby,2458298.814294,2,544314293415,19.2392,1,544314293415015000,t,0,544,34,488,1621.9,276.504,290.4475588,5.448812599999999,18.0125,0.101154,3.34234,18.2105,0.1349,3.8591699999999998,20.195,0.048,0.607,-0.011000000000000001,-0.7784760000000001,0.197982,2.65,0.983,276.504,1.0286799999999998,1.05687,0.8420000000000001,0.75,0.317736,0.283019,1.12267,2,0,0.763333,0.0,17.8,23958,1.0,18.3543,0.1976,290.4469057,5.4496767,21.3781,20.2239,19.4977,19.029,0.916625,3.7556599999999998,1,31,2458298.814294,2458298.814294,17.8052043914795,0,114542904469510123,114532904478517671,-999.0,21.9024,21.1807,20.541999999999998,0.6662020000000001,4.2653,114532904488678995,-999.0,-999.0,21.6883,21.1162,0.5,4.81559,86,488120234,2458199.004259,2458273.880046,15,,,,,,,,,,,,,,,,,,,,,,2018-06-29T07:32:35.002,58298.313865758944,0.21249999999999858,17.751225424924257,5.2299154113865916,5.731766104527399,4.83583144645225,0.1218672030100865,0.2612745750757419
21298,ZTF18aberpot,2458305.8761458,2,551376143615,19.9202,1,551376143615015025,t,25,551,36,488,1110.21,3004.83,289.5972356000001,5.5482772,17.6645,0.049682800000000006,6.14974,17.7966,0.0508,5.42517,17.867,0.022000000000000002,0.8290000000000001,-0.057,-2.30072,0.13213699999999998,2.98,0.985,75.6693,2.12365,1.03078,0.9490000000000001,0.871,0.318456,0.29228200000000004,1.08955,0,0,0.803333,0.0,17.8,23958,1.0,17.8586,0.0671,289.5980322,5.546973,-999.0,21.1996,20.0599,19.58,0.5,3.17352,1,19,2458305.8761458,2458305.8761458,25.7374324798584,0,114652895964048759,114652895985107631,-999.0,20.4109,19.4658,18.9442,0.631137,5.07104,114652895980466802,19.3858,17.9933,17.1849,16.7317,0.89525,5.58646,87,488120236,2458199.004259,2458293.814687,32,,,,,,,,,,,,,,,,,,,,,,2018-07-06T09:01:38.997,58305.375717558905,-0.1355000000000004,17.720389518198704,4.844453761114698,5.730700169636046,4.816082804777833,0.12472867660297368,-0.055889518198704025
