,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
12877,ZTF18abdkcdf,2458300.9405787,1,546440571215,19.6705,1,546440571215015000,t,0,546,12,546,305.533,383.88800000000003,331.7871327000001,9.6764104,18.1614,0.0694094,3.5246699999999995,18.1234,0.0904,10.6482,22.909000000000002,0.27399999999999997,0.6890000000000001,-0.46,0.690761,-0.038028,2.25,1.0,305.533,1.5470700000000002,1.15859,0.8,0.721,0.355556,0.320444,1.1095700000000002,3,0,0.763333,0.0,17.7,21601,1.0,18.1825,0.1221,331.787616,9.6793656,20.3856,19.2069,18.3143,17.9155,0.99875,15.7038,1,3,2458300.9405787,2458300.9405787,28.171287536621104,0,119613317914731467,119603317866465955,-999.0,22.32,21.9537,-999.0,0.121875,18.2352,119603317814469634,22.4446,21.8562,20.5915,19.8564,0.5,21.267,7,546120112,2458252.961331,2458290.940324,15,,,,,,,,,,,,,,,,,,,,,,2018-07-01T10:34:26.000,58300.4401504593,0.46140000000000114,18.139621851455644,9.450310808409638,5.371502516899434,4.792907732533359,0.07112033000201695,0.021778148544356668
29365,ZTF18abhqeig,2458316.9166204,1,562416623015,20.7063,1,562416623015015005,t,5,562,30,546,860.961,1645.74,330.7478843,10.348209,17.8623,0.0622115,8.36892,17.8387,0.0296,6.03106,19.578,0.025,0.765,-0.025,0.00951702,-0.023605,2.27,0.878,860.961,2.86755,1.1872200000000002,0.985,0.94,0.433921,0.41409700000000005,1.04787,0,0,0.77,0.0,17.5,21601,1.0,17.812,0.0355,330.7470015,10.3496644,19.5241,19.0039,18.752,18.6875,0.985792,6.08478,1,5,2458316.9166204,2458316.9166204,39.7624168395996,0,120423307470150102,120423307499092632,-999.0,21.7311,21.4753,21.1233,0.0,14.6469,120413307488323117,-999.0,21.6506,21.6145,-999.0,0.00666667,15.9868,11,546120130,2458252.961331,2458293.940162,15,,,,,,,,,,,,,,,,,,,,,,2018-07-17T09:59:56.003,58316.41619215905,0.3623000000000012,17.990315437990628,7.837813684962352,5.369188652630517,4.614095115034427,0.09132461449811236,-0.12801543799062642
31663,ZTF18abilbri,2458319.8976505003,1,565397651915,20.7137,1,565397651915015025,t,25,565,19,545,221.743,1224.63,330.4855476,10.4288869,18.0412,0.0582035,13.6327,18.0963,0.0342,11.9141,17.206,0.018000000000000002,0.826,-0.068,-0.201454,0.05511900000000001,2.44,0.9890000000000001,221.743,2.6173900000000003,1.14505,0.9059999999999999,0.868,0.371311,0.355738,1.04378,0,0,0.753333,0.0,17.5,21601,1.0,18.0735,0.0416,330.484156,10.4258282,17.1795,16.6284,16.3862,16.2739,0.990833,12.1359,1,22,2458319.8976505003,2458319.8976505003,55.0880126953125,0,120513304841531494,120513304889907692,19.2602,18.0997,16.7764,16.1594,0.993333,14.1304,120523304875640463,16.1501,15.4278,15.0979,14.9439,0.982994,17.3574,8,545120119,2458246.981968,2458283.9220020003,15,t8_f5_c3,41.3829,85.6244,-44.2415,26.2002,3.7333e-06,0.029833999999999996,1330.0,-0.041145,6.9293e-06,-4.69e-06,26.177,0.5870000000000001,0.285641,12.1356,65.2464,16.5708,13.9918,,,,2018-07-20T09:32:37.003,58319.39722225956,0.5411999999999999,17.961636095253848,7.487159754878329,5.368748232509041,4.585941075096092,0.09598011710059216,0.07956390474615205
31802,ZTF18abiloqu,2458319.9169444,1,565416943015,21.0822,1,565416943015015038,t,38,565,30,546,1772.53,1243.13,330.4837485,10.4293586,18.0256,0.05624119999999999,18.6337,17.9913,0.0261,12.642000000000001,17.195,0.013000000000000001,0.599,-0.032,-0.273355,-0.034293000000000004,1.96,0.983,1243.13,3.0908700000000002,1.27576,0.769,0.723,0.392347,0.36887800000000004,1.06362,5,0,0.686667,0.0,17.5,21601,0.964332,17.9596,0.031,330.4841350000001,10.4258245,17.1795,16.6284,16.3862,16.2739,0.990833,12.8712,1,23,2458319.9169444,2458319.9169444,58.1304740905762,0,120513304841531494,120513304889907692,19.2602,18.0997,16.7764,16.1594,0.993333,19.241,120523304875640463,16.1501,15.4278,15.0979,14.9439,0.982994,19.5483,8,546120130,2458252.961331,2458293.940162,15,t8_f5_c3,87.0211,134.036,-47.0147,26.2266,2.8169e-06,0.030017000000000002,1292.0,-0.062779,5.1288e-06,-3.49e-06,26.191,0.586,0.291995,12.8698,64.0972,16.5708,13.9918,,,,2018-07-20T10:00:23.996,58319.4165161592,0.5256000000000007,17.961448454232006,7.4848169660541695,5.368745373173912,4.585764642952311,0.09601140330720634,0.06415154576799509
31879,ZTF18abilvol,2458319.9423264,2,565442321915,20.5806,1,565442321915015007,t,7,565,19,545,245.87,1225.94,330.4813536000001,10.429966699999998,17.5101,0.0489573,13.0328,17.5386,0.0246,12.950999999999999,22.554000000000002,0.265,0.9159999999999999,-0.037000000000000005,-0.0417263,0.028524,3.67,0.983,245.87,3.04201,0.730485,0.8490000000000001,0.715,0.23133499999999999,0.194823,1.18741,2,0,0.666667,0.0,17.5,21601,1.0,17.5207,0.0299,330.4836418,10.4328271,17.1795,16.6284,16.3862,16.2739,0.990833,17.9683,1,24,2458319.9423264,2458319.9423264,26.970678329467802,0,120513304841531494,120513304758088668,20.2602,19.1025,18.5116,18.2224,0.990417,20.6959,120523304875640463,16.1501,15.4278,15.0979,14.9439,0.982994,25.0264,7,545120219,2458246.952384,2458290.965671,15,t8_f5_c3,81.1771,159.651,-78.4741,26.2121,2.1416e-06,0.031274,1293.0,0.08211399999999999,3.9162e-06,-2.67e-06,26.261999999999997,0.588,0.287821,17.9663,63.6724,16.5708,13.9918,,,,2018-07-20T10:36:57.001,58319.44189815922,0.01010000000000133,17.3806877467625,7.481733168899075,5.368741611416579,4.585533445932145,0.09599174384273643,0.1294122532375006
35221,ZTF18abjgela,2458322.8974884,2,568397481915,20.5743,1,568397481915015020,t,20,568,19,545,1215.9,1017.09,330.2027013,10.4950373,17.2399,0.0420066,9.81893,17.303,0.0245,4.91301,17.507,0.015,0.302,0.004,0.169597,0.063099,2.01,0.983,1017.09,3.2713400000000004,1.16351,0.643,0.597,0.3199,0.29701500000000003,1.07705,6,0,0.716667,0.0,17.5,21601,0.94901,17.3044,0.0298,330.2019045,10.4961785,18.3457,17.5937,17.2629,17.1134,0.975333,4.9446699999999995,1,25,2458322.8974884,2458322.8974884,41.0382537841797,0,120593302018635900,120593302015573092,17.8731,17.3344,17.1299,17.0561,1.0,5.92091,120593302009855665,-999.0,20.5115,19.8378,19.395,0.0185119,6.9222,6,545120219,2458246.952384,2458290.965671,15,t8_f5_c3,150.495,206.571,-56.0765,26.2159,2.009e-06,0.034251,1325.0,0.096986,3.6855e-06,-2.51e-06,26.274,0.59,0.286525,4.93921,-999.0,17.4751,-999.0,,,,2018-07-23T09:32:22.998,58322.39706015914,-0.26010000000000133,17.352212377820454,7.124206343793962,5.368302297023468,4.55949779012569,0.10065863687925374,-0.11231237782045511
35429,ZTF18abjgxyf,2458322.919375,1,568419373015,20.9394,1,568419373015015009,t,9,568,30,546,2761.99,1019.18,330.2005093,10.4954665,17.8423,0.0478236,3.8387,17.8261,0.0263,5.42848,18.368,0.016,0.695,-0.024,0.20483099999999999,-0.016189,2.12,0.983,310.51,3.11327,1.2123700000000002,0.7559999999999999,0.7390000000000001,0.356604,0.348585,1.023,1,0,0.84,0.0,17.5,21601,1.0,17.8024,0.0314,330.2018883,10.4961622,-999.0,20.5115,19.8378,19.395,0.0185119,2.49031,1,26,2458322.919375,2458322.919375,53.5469970703125,0,120593302009855665,120593302018635900,18.3457,17.5937,17.2629,17.1134,0.975333,5.46857,120593302015573092,17.8731,17.3344,17.1299,17.0561,1.0,7.04742,7,546120130,2458252.961331,2458293.940162,15,t8_f5_c3,97.255,159.423,-62.1678,26.2593,3.0011e-06,0.035982,1294.0,-0.08988099999999999,5.4622e-06,-3.72e-06,26.206,0.586,0.292363,5.4652199999999995,-999.0,17.4751,-999.0,,,,2018-07-23T10:03:54.000,58322.418946759324,0.3423000000000016,17.932513909446765,7.121488042599731,5.368299033438212,4.559312086024874,0.10067398927756636,-0.09021390944676355
35753,ZTF18abjhvsx,2458322.9554167003,1,568455411915,20.7249,1,568455411915015004,t,4,568,19,545,1243.1,1009.34,330.1968973000001,10.4961712,17.7442,0.059160199999999996,9.27908,17.7771,0.0275,3.8452900000000003,23.164,0.335,0.42100000000000004,-0.491,0.15545499999999998,0.032872000000000005,2.07,0.983,1009.34,2.9477700000000002,1.25817,0.8170000000000001,0.74,0.39468600000000004,0.35748800000000003,1.10405,1,0,0.773333,0.0,17.5,21601,1.0,17.7885,0.0343,330.196152,10.4969651,21.6295,20.5893,19.4024,18.8339,0.995833,10.7325,1,27,2458322.9554167003,2458322.9554167003,47.65270614624021,0,120593301941577547,120593302009855665,-999.0,20.5115,19.8378,19.395,0.0185119,14.5101,120593302018635900,18.3457,17.5937,17.2629,17.1134,0.975333,17.6632,4,545120119,2458246.981968,2458283.9220020003,15,t8_f5_c3,31.3569,95.0524,-63.6955,26.2072,3.1649e-06,0.027991000000000002,1330.0,-0.04214,5.9051e-06,-3.98e-06,26.182,0.586,0.285244,17.6629,-999.0,17.4751,-999.0,,,,2018-07-23T10:55:48.003,58322.4549884596,0.2441999999999993,17.932164379281932,7.1170098249277505,5.368293658821447,4.559007947879188,0.10058604407455944,-0.187964379281933
36643,ZTF18abjqknq,2458325.7724306,2,571272431915,19.1131,1,571272431915015003,t,3,571,19,545,2210.61,789.948,329.91546580000005,10.5440672,17.2236,0.0473617,6.47405,17.2735,0.0643,7.36715,18.840999999999998,0.055,3.16,0.363,0.591322,0.049852,2.73,0.998,789.948,1.8395599999999999,1.0250700000000001,0.8079999999999999,0.715,0.295971,0.261905,1.1300700000000001,0,0,0.783333,0.0,17.4,21601,1.0,17.1699,0.0749,329.9152042,10.5461236,20.1455,19.1096,18.9085,18.7615,0.0,7.351430000000001,1,21,2458325.7724306,2458325.7724306,38.384124755859396,0,120653299152135812,120653299133164581,-999.0,-999.0,21.6605,-999.0,0.5,7.79367,120653299186223882,21.6644,20.8727,20.1837,20.0536,0.0,11.4799,17,545120219,2458246.952384,2458290.965671,15,t8_f5_c3,28.0677,52.8724,-24.8047,26.1416,5.226900000000001e-06,0.04113,1312.0,0.088912,9.6275e-06,-6.53e-06,26.195999999999998,0.5870000000000001,0.287011,11.5325,66.7827,16.9302,13.3797,,,,2018-07-26T06:32:18.004,58325.272002359394,-0.17639999999999745,17.324586819285408,6.770197011417045,5.367872357322461,4.536018278092777,0.10426864580083742,-0.10098681928540643
36802,ZTF18abjrdma,2458325.9163657003,1,571416361915,19.4932,1,571416361915015001,t,1,571,19,545,2283.59,807.553,329.9002788,10.5461606,17.9216,0.0858016,7.62131,17.8273,0.0848,3.69821,22.930999999999997,0.29600000000000004,0.539,0.087,0.22085100000000002,-0.094325,1.96,1.0,788.905,1.66588,1.2693,0.865,0.843,0.441327,0.43010200000000004,1.0261,0,0,0.713333,0.0,17.4,21601,1.0,17.7473,0.1009,329.9004797,10.5451399,-999.0,21.849,20.8616,20.4114,0.0225,9.02797,1,22,2458325.9163657003,2458325.9163657003,26.7396087646484,0,120653298975645936,120653298996061972,17.1677,16.5494,16.2991,16.1863,0.997292,12.0451,120663298988540838,-999.0,22.0851,21.6444,-999.0,0.0175417,15.4866,17,545120119,2458246.981968,2458283.9220020003,15,t8_f5_c3,14.2364,29.3337,-15.0973,26.1666,8.726900000000001e-06,0.03656,1074.0,-0.024651,2.0341e-05,-1.236e-05,26.151999999999997,0.531,0.24398000000000003,12.0499,-999.0,16.4725,-999.0,,,,2018-07-26T09:59:33.997,58325.41593745957,0.521600000000003,17.90370647269571,6.752147949106554,5.367850766189676,4.534881096971469,0.10523198933796572,0.017893527304291723
