,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
1202766,ZTF18acrygrb,2458451.0481713,2,696548175315,19.5769,2,696548175315015009,t,9,696,53,372,709.123,1639.86,196.50957590000002,-6.5669156000000015,16.5678,0.03381169999999999,8.9752,16.5866,0.0234,10.1196,22.114,0.29,1.15,-0.21899999999999997,0.201042,0.018793,2.52,0.9840000000000001,709.123,2.99028,1.10331,0.797,0.767,0.31627,0.304365,1.03911,0,0,0.89,0.0,16.8,2357,1.0,16.5819,0.0294,196.506714,-6.5670452999999975,-999.0,22.0763,21.2116,20.7408,0.9561069999999999,12.9154,1,1,2458451.0481713,2458451.0481713,56.7697257995605,0,100121965119773405,100121965135392159,-999.0,21.1629,20.4912,20.118,0.996667,15.252,100111965139019117,-999.0,-999.0,21.5935,21.0574,0.001875,16.005,7,372120253,2458219.7808560003,2458450.057037,18,t8_f5_c3,56.1048,125.10799999999999,-69.003,26.1238,8.6162e-06,0.040382999999999995,571.0,0.091787,1.59081e-05,-1.065e-05,26.179000000000002,0.573,0.305192,19.3155,-999.0,19.4629,-999.0,30.0,,,2018-11-28T13:09:22.000,58450.54774305924,-0.2322000000000024,16.575554633432283,8.345720763156109,5.096955620178819,5.695641369507521,0.1904529988776665,-0.007754633432284663
1203479,ZTF18acryjew,2458451.0577199,2,696557715315,19.4256,2,696557715315015007,t,7,696,53,372,706.8589999999999,1645.31,196.5112704,-6.5675757,16.5361,0.037316699999999994,10.6896,16.567999999999998,0.025,10.0581,22.068,0.29100000000000004,1.205,-0.08199999999999999,0.000141889,0.031893,2.55,0.9890000000000001,706.8589999999999,2.85757,1.14592,0.873,0.848,0.342353,0.332549,1.02948,0,0,0.856667,0.0,16.8,2357,1.0,16.5427,0.0308,196.5141189,-6.5674314,-999.0,-999.0,21.5935,21.0574,0.001875,9.66496,1,3,2458451.0577199,2458451.0577199,58.0859222412109,0,100111965139019117,100121965135392159,-999.0,21.1629,20.4912,20.118,0.996667,11.5587,100121965119773405,-999.0,22.0763,21.2116,20.7408,0.9561069999999999,12.3425,7,372120253,2458219.7808560003,2458450.057037,18,t8_f5_c3,47.6378,113.211,-65.57300000000001,26.1341,9.4421e-06,0.039726,568.0,0.084132,1.7399600000000002e-05,-1.167e-05,26.185,0.573,0.305029,14.2926,-999.0,19.4629,-999.0,30.0,,,2018-11-28T13:23:06.999,58450.557291659075,-0.2638999999999996,16.575548891207053,8.34671331006239,5.096952678962029,5.695521682341912,0.19034292607482375,-0.03944889120705142
1203839,ZTF18acryian,2458451.0529398,2,696552935315,19.6151,2,696552935315015008,t,8,696,53,372,707.0319999999999,1642.52,196.51041999999998,-6.5672493,16.5621,0.0338577,43.0475,16.5577,0.0229,11.997,21.721,0.254,1.655,-0.11800000000000001,0.374255,-0.004432,2.34,1.0,707.0319999999999,3.0573900000000003,1.14265,0.7829999999999999,0.76,0.334615,0.324786,1.03026,1,0,0.876667,0.0,16.8,2357,1.0,16.5505,0.0287,196.511773,-6.5641509000000005,-999.0,22.0763,21.2116,20.7408,0.9561069999999999,12.2225,1,2,2458451.0529398,2458451.0529398,70.1749801635742,0,100121965119773405,100111965139019117,-999.0,-999.0,21.5935,21.0574,0.001875,12.8229,100121965135392159,-999.0,21.1629,20.4912,20.118,0.996667,13.1513,7,372120253,2458219.7808560003,2458450.057037,18,t8_f5_c3,70.6991,141.108,-70.4085,26.1291,8.7918e-06,0.040287,568.0,0.09023099999999999,1.62166e-05,-1.086e-05,26.183000000000003,0.5710000000000001,0.30583299999999997,16.6907,-999.0,19.4629,-999.0,30.0,,,2018-11-28T13:16:13.999,58450.552511559334,-0.23789999999999978,16.575551768142375,8.346216564411773,5.096954151354434,5.6955815894126065,0.19039741287783823,-0.013451768142374476
1204674,ZTF18acrykbz,2458451.0624884,2,696562485315,19.162,2,696562485315015005,t,5,696,53,372,705.2239999999999,1648.61,196.5121263,-6.567932000000001,16.5349,0.037889,18.4308,16.5432,0.0293,7.24235,22.068,0.29100000000000004,1.205,-0.08199999999999999,-0.215797,0.008301000000000001,2.98,0.985,705.2239999999999,2.61885,1.02663,0.929,0.863,0.311745,0.289597,1.0764799999999999,0,0,0.84,0.0,16.8,2357,1.0,16.5272,0.0366,196.5141189,-6.5674314,-999.0,-999.0,21.5935,21.0574,0.001875,6.59549,1,4,2458451.0624884,2458451.0624884,64.18105316162111,0,100111965139019117,100121965135392159,-999.0,21.1629,20.4912,20.118,0.996667,10.8345,100121965149091436,19.8444,19.4307,19.3139,19.2509,0.977875,12.3485,7,372120253,2458219.7808560003,2458450.057037,18,t8_f5_c3,35.6129,90.1884,-54.5755,26.1399,1.4111400000000002e-05,0.048546,557.0,0.103074,2.59762e-05,-1.741e-05,26.203000000000003,0.569,0.306464,12.3473,-999.0,19.4629,-999.0,30.0,,,2018-11-28T13:29:58.998,58450.56206015918,-0.26510000000000034,16.575546017098787,8.347208595145583,5.096951210147574,5.695461939735574,0.19028984575973823,-0.04064601709878701
1749066,ZTF18adaldzd,2458477.023044,2,722523044415,19.5937,1,722523044415015003,t,3,722,44,373,786.194,371.601,200.6871515,-8.117027499999999,16.4473,0.029090699999999997,46.586999999999996,16.4493,0.0218,5.8483,22.136,0.294,1.0979999999999999,0.012,-0.676389,0.0020039999999999997,2.38,0.985,371.601,3.1444,1.0809600000000001,0.754,0.737,0.316807,0.309664,1.0230700000000001,0,0,0.866667,0.0,16.8,2357,1.0,16.4008,0.0264,200.6880299,-8.115631299999999,-999.0,21.778000000000002,21.5045,21.2425,0.00125,7.09247,1,9,2458477.023044,2458477.023044,81.9663467407227,0,98262006883591861,98262006859547610,-999.0,22.05,21.4489,21.2105,0.276104,23.5158,98262006939720431,21.5881,21.076,20.7689,20.7632,0.963,24.4998,6,373120244,2458198.85838,2458451.0553240003,16,t8_f5_c3,58.3054,134.77700000000002,-76.4718,26.2313,6.969199999999999e-06,0.043926,706.0,0.10697000000000001,1.3208e-05,-8.71e-06,26.296,0.5529999999999999,0.304811,27.7613,-999.0,19.9467,-999.0,30.0,,,2018-12-24T12:33:11.002,58476.52261575918,-0.35270000000000223,16.51309971157084,10.501541795012322,5.089029596123655,5.3309449685501695,0.14229384677005286,-0.06579971157083975
1794455,ZTF18adbacpv,2458481.021412,1,726521414115,19.2229,1,726521414115015004,t,4,726,41,373,2412.38,1077.21,201.2214064,-8.305445299999999,17.1222,0.0604753,4.37343,17.1155,0.0344,3.17371,22.279,0.31,0.94,-0.22399999999999998,-0.53135,-0.006667,4.35,0.982,660.115,2.10743,0.9601280000000001,1.3430000000000002,1.2590000000000001,0.308736,0.289425,1.0667200000000001,0,0,0.76,0.0,16.8,2357,1.0,17.1219,0.0439,201.2222086,-8.3050368,21.5728,20.3407,19.906,19.7289,0.0,10.1052,1,10,2458481.021412,2458481.021412,44.391139984130895,0,98032012209377076,98032012206750065,21.8522,20.5162,19.9735,19.7757,0.0,12.2047,98042012227210883,-999.0,21.8158,20.3981,19.7147,0.985833,21.5,4,373120141,2458203.855139,2458293.688634,16,t8_f5_c3,20.090999999999998,56.7587,-36.6677,26.2222,2.8632e-05,0.045362,384.0,-0.058953,8.14309e-05,-4.403e-05,26.1885,0.456,0.24335700000000002,31.5647,-999.0,19.6993,-999.0,30.0,,,2018-12-28T12:30:49.997,58480.52098375933,0.3221999999999987,17.08881936368377,10.712238432778413,5.087823241234503,5.268785532735755,0.13303880270709717,0.033380636316231005
2112405,ZTF19aaapimd,2458488.0009491,1,733500944015,20.3589,1,733500944015015050,t,50,733,40,373,2521.92,2092.26,202.0697232,-8.597337199999998,16.971,0.0375778,13.1498,16.9975,0.0183,11.0352,22.148000000000003,0.257,0.872,-0.276,0.098484,0.026474,2.38,0.9840000000000001,550.576,3.3614,1.14605,0.7959999999999999,0.769,0.334454,0.32310900000000004,1.03511,0,0,0.87,0.0,16.7,2357,1.0,16.9834,0.0221,202.0671829,-8.5991624,-999.0,21.0724,20.8482,20.8324,0.5,12.8205,1,11,2458488.0009491,2458488.0009491,76.7421112060547,0,97682020670450842,97682020668441152,21.9361,21.4132,20.8007,20.5173,0.0,12.8479,97672020723859970,-999.0,21.5324,20.5253,20.049,0.0,14.425,3,373120140,2458203.855139,2458293.688634,16,t8_f5_c3,76.1179,175.179,-99.0609,26.24,6.4442999999999994e-06,0.031145999999999997,685.0,-0.045757,1.22704e-05,-8.07e-06,26.215999999999998,0.56,0.30397199999999996,35.3321,-999.0,17.6731,-999.0,30.0,,,2019-01-04T12:01:22.002,58487.50052085939,0.2710000000000008,17.05191543845331,10.987677478527772,5.085726528847067,5.157836440510745,0.11567608931635776,-0.08091543845331017
2114901,ZTF19aaaproh,2458488.0278819,2,733527884015,20.2772,1,733527884015015034,t,34,733,40,373,2520.33,2104.62,202.07271530000003,-8.598367199999998,16.3745,0.0326475,149.849,16.3909,0.0124,7.26519,21.844,0.168,0.65,-0.017,-0.44410299999999997,0.016416999999999998,2.17,0.985,552.1709999999999,3.8862699999999997,1.16157,0.7120000000000001,0.659,0.328111,0.303687,1.0804200000000002,0,0,0.856667,0.0,16.7,2357,1.0,16.3821,0.015,202.0740877,-8.59684,-999.0,21.5324,20.5253,20.049,0.0,7.33953,1,12,2458488.0278819,2458488.0278819,129.423828125,0,97672020723859970,97682020781160994,-999.0,22.2304,21.1649,20.9553,0.940542,19.6249,97682020670450842,-999.0,21.0724,20.8482,20.8324,0.5,21.1402,4,373120240,2458198.85838,2458451.0553240003,15,t8_f5_c3,143.436,289.22,-145.785,26.3435,4.11e-06,0.038245,688.0,0.102229,7.6529e-06,-5.0999999999999995e-06,26.403000000000002,0.5720000000000001,0.30507399999999996,39.4259,-999.0,17.6731,-999.0,30.0,,,2019-01-04T12:40:08.996,58487.52745365911,-0.3254999999999981,16.457923475242367,10.988448404943226,5.085718460645435,5.157400535894636,0.11538804155927626,-0.08342347524236615
2224535,ZTF19aabywuz,2458491.9993056,1,737499304015,20.0917,1,737499304015015019,t,19,737,40,373,1012.36,2565.31,202.5036701,-8.742235699999998,16.9663,0.046539699999999996,17.1484,16.9986,0.0186,19.8813,22.566,0.305,0.603,-0.40399999999999997,-0.31701799999999997,0.032272,3.13,0.983,515.191,3.09314,1.08436,1.04,1.011,0.332268,0.32300300000000004,1.0286799999999998,0,0,0.866667,0.0,16.7,2357,1.0,16.9655,0.0223,202.5048639,-8.736767,-999.0,-999.0,21.6685,21.0282,0.06685419999999999,6.6648,1,13,2458491.9993056,2458491.9993056,79.8890380859375,0,97512025019370638,97502025009554811,-999.0,22.1661,21.4275,-999.0,0.12384500000000001,17.4128,97512024981251712,-999.0,-999.0,21.275,21.0802,0.001875,20.1691,10,373120140,2458203.855139,2458293.688634,16,t8_f5_c3,45.8871,136.68200000000002,-90.7946,26.2363,1.03733e-05,0.036737,646.0,-0.049218,2.1553200000000002e-05,-1.361e-05,26.21,0.5479999999999999,0.287339,30.6152,70.0184,17.0886,12.9155,30.0,,,2019-01-08T11:59:00.004,58491.49887735909,0.2663000000000011,17.027775413659512,11.088705512947362,5.084530676499305,5.09327815681025,0.10490695640334527,-0.0614754136595117
2443034,ZTF19aadtljm,2458504.0015856004,2,749501583815,17.8291,1,749501583815015001,t,1,749,38,373,818.7280000000001,648.357,203.5568546,-9.0726621,16.2879,0.0619219,4.29509,16.3483,0.0968,6.45519,22.338,0.301,0.639,-0.10300000000000001,-4.237,0.060423000000000004,2.38,1.0,648.357,1.4808,1.0789,0.713,0.65,0.29958,0.273109,1.0969200000000001,3,0,0.62,0.0,16.6,2357,1.0,16.3363,0.1228,203.5560897,-9.0710099,-999.0,21.1729,20.6292,-999.0,0.5,5.04553,1,16,2458504.0015856004,2458504.0015856004,27.416654586792003,0,97112035560151789,97112035603901261,-999.0,21.7006,21.2201,21.0035,0.849458,13.3137,97112035527130223,-999.0,21.9974,-999.0,21.1762,0.042833300000000005,17.5852,4,373120238,2458198.85838,2458451.0553240003,15,t15_f5_c3,15.9088,32.2466,-16.3378,25.2049,4.2418599999999994e-05,0.053291,317.0,0.102335,8.543190000000001e-05,-5.543e-05,25.261999999999997,0.557,0.274994,42.1279,42.1279,13.1257,13.1257,30.0,,,2019-01-20T12:02:16.996,58503.501157359686,-0.31210000000000093,16.34879207987047,11.121587377463833,5.080964617433195,4.898130547718157,0.0699575483897644,-0.060892079870470184
