,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
602756,ZTF18acakqjz,2458397.8783912,1,643378390015,20.8185,1,643378390015015021,t,21,643,0,556,2465.64,1048.16,47.9558091,16.6350049,19.2887,0.090696,2.76546,19.1913,0.0865,13.9641,23.053,0.342,0.993,-0.539,0.093887,-0.097355,2.1,0.982,606.859,1.62725,1.23441,0.75,0.6779999999999999,0.357143,0.322857,1.10619,4,0,0.793333,0.0,18.9,16596,0.965199,19.1623,0.1068,47.9558719,16.6389337,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,24,2458397.8783912,2458397.8783912,23.9508037567139,0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,556120100,2458315.947662,2458374.936539,15,t8_f5_c3,23.2721,37.7947,-14.5227,26.1697,1.1994100000000001e-05,0.041672,529.0,-0.090451,1.70606e-05,-1.324e-05,26.111,0.682,0.317686,46.0715,53.7895,19.326,12.9051,30.0,,,2018-10-06T09:04:53.000,58397.37796295947,0.38870000000000005,19.284086558987948,12.973812059575716,2.667292893033852,1.7985323034756342,0.13889876753860206,0.004613441012050856
696426,ZTF18acebczv,2458428.7963773,1,674296376315,20.7149,1,674296376315015012,t,12,674,63,505,241.31099999999998,897.653,41.6275212,14.3631393,18.3821,0.0706571,8.472489999999999,18.3955,0.0427,7.4362,23.154,0.353,1.063,-0.799,0.06551,0.013371000000000001,2.37,0.9890000000000001,241.31099999999998,2.31945,1.22747,0.8270000000000001,0.797,0.348945,0.336287,1.03764,0,0,0.81,0.0,18.0,16596,1.0,18.4119,0.0541,41.6268657,14.365132699999998,-999.0,21.5848,20.1989,19.5299,0.969875,21.0964,1,7,2458428.7963773,2458428.7963773,49.4473991394043,0,125230416330973622,125240416272995177,-999.0,-999.0,22.136999999999997,21.3268,0.582738,26.8004,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,505120163,2458322.965104,2458426.842616,15,t8_f5_c3,28.4926,67.9758,-39.4832,26.2661,1.82763e-05,0.038136,361.0,-0.068428,2.6030100000000003e-05,-2.014e-05,26.22,0.655,0.32140100000000005,76.2907,-999.0,18.6956,-999.0,30.0,,,2018-11-06T07:06:46.999,58428.29594905907,0.3821000000000012,18.375210891504906,0.6432370147222166,2.633592794455411,1.6425068826200155,0.26520188030473374,0.006889108495094831
822221,ZTF18acevwhe,2458430.7986457995,1,676298646315,21.0517,1,676298646315015029,t,29,676,63,505,1972.33,1474.47,41.1258948,14.1871737,18.4379,0.0670687,19.7856,18.4486,0.0417,3.28609,23.029,0.248,0.691,-0.20199999999999999,0.0941934,0.010713,2.08,1.0,1100.17,2.60312,1.15383,0.6920000000000001,0.67,0.332692,0.322115,1.03284,4,0,0.8,0.0,18.0,16596,0.9926010000000001,18.4676,0.0527,41.12595220000001,14.1880975,18.5071,17.6083,17.2308,17.0609,1.0,6.956360000000001,1,10,2458430.7986457995,2458430.7986457995,49.15073013305661,0,125020411277854377,125020411293398693,21.8398,20.9003,20.37,20.1407,0.00166667,16.035999999999998,125030411224312408,21.405,21.2564,21.0944,21.0819,0.036238099999999995,25.2025,5,505120163,2458322.965104,2458426.842616,15,t8_f5_c3,46.7393,87.3384,-40.5991,26.2389,1.32053e-05,0.030789999999999998,364.0,-0.048742,1.89118e-05,-1.4599999999999999e-05,26.2065,0.655,0.319973,6.95073,55.5254,17.5052,13.0319,30.0,,,2018-11-08T07:10:02.997,58430.29821755878,0.43789999999999907,18.44478826180446,1.3022952591195758,2.6312464209163546,1.6415011593727395,0.2649570422328765,-0.006888261804462559
918581,ZTF18achogum,2458434.7803356005,1,680280336215,20.1817,1,680280336215015027,t,27,680,62,505,2313.19,2706.49,40.1362415,13.8392728,18.5808,0.0951308,2.29425,18.5986,0.0638,9.24428,22.951999999999998,0.22699999999999998,0.6509999999999999,-0.193,-0.718939,0.017789,3.73,0.975,374.01199999999994,1.5830899999999999,0.9897450000000001,1.153,1.1179999999999999,0.30911500000000003,0.299732,1.03131,1,0,0.69,0.0,18.2,16596,1.0,18.542,0.0767,40.1335693,13.839062300000002,-999.0,-999.0,21.7041,-999.0,0.058910699999999996,6.919569999999999,1,70,2458434.7803356005,2458434.7803356005,29.406085968017607,0,124600401342698113,124600401331790367,-999.0,21.6344,20.7836,20.3946,0.000833333,24.261999999999997,124590401326269117,-999.0,21.8021,20.7813,20.3661,0.0,28.4896,4,505120162,2458322.965104,2458426.842616,15,t8_f5_c3,12.8256,34.639,-21.8134,26.1868,4.2550200000000005e-05,0.040607,275.0,-0.037877,6.06328e-05,-4.738e-05,26.160999999999998,0.693,0.30175799999999997,53.2432,84.8003,19.2377,12.1677,30.0,,,2018-11-12T06:43:40.996,58434.27990735975,0.3808000000000007,18.598700655432026,3.094647379581384,2.626522946439201,1.6429843047449653,0.26045232970701826,-0.017900655432026014
920313,ZTF18achogum,2458434.78125,1,680281255115,20.298,1,680281255115015019,t,19,680,51,504,1072.41,2748.91,40.1360159,13.8392155,18.6623,0.0979846,3.13218,18.6846,0.0655,11.6052,22.9,0.272,0.664,-0.159,-0.199883,0.022338999999999998,4.3,0.9670000000000001,331.592,1.61343,0.807708,1.126,1.074,0.26186,0.24976700000000002,1.0484200000000001,0,0,0.676667,0.0,18.2,16596,1.0,18.6597,0.0812,40.1328758,13.8403759,-999.0,-999.0,21.7041,-999.0,0.058910699999999996,6.17108,2,71,2458434.7803356005,2458434.78125,29.975280761718803,0,124600401342698113,124600401331790367,-999.0,21.6344,20.7836,20.3946,0.000833333,23.7395,124590401326269117,-999.0,21.8021,20.7813,20.3661,0.0,27.9611,4,504120151,2458314.977465,2458363.903634,15,t8_f5_c3,13.6309,34.8673,-21.2364,26.2413,4.78791e-05,0.040199,234.0,-0.050950999999999996,6.8481e-05,-5.359e-05,26.205,0.687,0.294593,53.0978,84.2914,19.2377,12.1677,30.0,,,2018-11-12T06:45:00.000,58434.28082175926,0.46229999999999905,18.59873248576051,3.09507561983809,2.6265218529456837,1.6429851589153743,0.2604575799992067,0.06356751423948737
921614,ZTF18achospl,2458434.7900579,1,680290056215,20.0274,1,680290056215015070,t,70,680,62,505,2333.39,2711.45,40.1338237,13.838494,18.5859,0.11502000000000001,1.784,18.5645,0.063,2.20554,22.951999999999998,0.22699999999999998,0.6509999999999999,-0.193,-0.283483,-0.021440999999999998,5.53,0.779,369.055,1.46291,0.756074,1.5,1.389,0.271248,0.251175,1.07991,0,0,0.57,0.0,18.2,16596,1.0,18.5296,0.0772,40.1335693,13.839062300000002,-999.0,-999.0,21.7041,-999.0,0.058910699999999996,4.00995,1,72,2458434.7900579,2458434.7900579,25.800174713134798,0,124600401342698113,124600401331790367,-999.0,21.6344,20.7836,20.3946,0.000833333,19.1341,124600401292052260,-999.0,-999.0,21.5157,21.0571,0.07397619999999999,21.0291,4,505120162,2458322.965104,2458426.842616,15,t8_f5_c3,8.69562,27.5139,-18.8183,26.1689,4.9416e-05,0.04018,252.0,-0.016536000000000002,7.53263e-05,-5.698e-05,26.16,0.664,0.289553,52.8993,80.0052,19.2377,12.1677,30.0,,,2018-11-12T06:57:41.003,58434.28962965916,0.38589999999999947,18.59903910075372,3.0992010386417297,2.626511319728828,1.642993457870761,0.26049564826129135,-0.013139100753722488
922710,ZTF18achpgwo,2458434.803912,2,680303916215,19.9226,1,680303916215015033,t,33,680,62,505,2333.27,2712.69,40.1302915,13.8372759,17.9886,0.0695926,4.23425,17.9316,0.047,9.53346,22.522,0.26899999999999996,1.202,-0.22899999999999998,-0.344117,-0.057037,3.58,0.9259999999999999,367.814,1.9910299999999999,0.9696440000000001,1.225,1.19,0.342179,0.332402,1.02941,0,0,0.74,0.0,18.2,16596,1.0,17.8253,0.0539,40.1292456,13.8347965,-999.0,-999.0,21.5157,21.0571,0.07397619999999999,9.84709,1,73,2458434.803912,2458434.803912,39.2082405090332,0,124600401292052260,124600401342698113,-999.0,-999.0,21.7041,-999.0,0.058910699999999996,16.1015,124600401331790367,-999.0,21.6344,20.7836,20.3946,0.000833333,17.8194,5,505120262,2458316.965278,2458428.790278,15,t8_f5_c3,14.9454,45.3973,-30.4519,26.0846,2.15665e-05,0.042808,304.0,0.09953200000000001,2.6957899999999998e-05,-2.253e-05,26.164,0.78,0.31817199999999995,55.3349,74.5963,19.2377,12.1677,30.0,,,2018-11-12T07:17:37.997,58434.30348375906,-0.2113999999999976,17.900741496490376,3.1056911839215773,2.6264947510981873,1.6430067728051483,0.2605094440678028,0.08785850350962576
924568,ZTF18achpnwn,2458434.8075694,2,680307565115,19.9452,1,680307565115015032,t,32,680,51,504,1101.8,2763.49,40.1293224,13.8369791,17.994,0.061359800000000006,3.42679,18.0192,0.0529,8.08635,22.214000000000002,0.226,1.508,0.073,-0.5855130000000001,0.025208,3.04,0.982,317.007,1.9260099999999998,1.06188,1.032,1.006,0.339474,0.330921,1.0258399999999999,0,0,0.75,0.0,18.2,16596,1.0,18.009,0.0664,40.1292482,13.8347098,-999.0,-999.0,21.5157,21.0571,0.07397619999999999,8.02518,1,74,2458434.8075694,2458434.8075694,39.0346908569336,0,124600401292052260,124600401248415170,21.8574,21.3706,20.83,20.3776,0.950042,15.5513,124600401331790367,-999.0,21.6344,20.7836,20.3946,0.000833333,19.1796,5,504120251,2458310.955139,2458371.94294,15,t8_f5_c3,20.6941,47.3986,-26.7045,26.136,2.2854200000000002e-05,0.038741000000000005,252.0,0.090675,3.01216e-05,-2.454e-05,26.2055,0.7090000000000001,0.308084,56.3835,73.3443,19.2377,12.1677,30.0,,,2018-11-12T07:22:53.996,58434.3071411592,-0.20599999999999952,17.90086881784361,3.107404711846898,2.6264903769251506,1.6430103411456345,0.26050365441864637,0.09313118215639093
1260251,ZTF18acslehb,2458455.8060301,2,701306034215,19.9462,1,701306034215015013,t,13,701,42,504,47.5842,1554.34,35.730384,12.2834773,18.3924,0.068864,2.22422,18.3741,0.066,3.0474799999999997,23.35,0.24,0.6779999999999999,-0.315,-0.8553959999999999,-0.018283,4.49,0.9740000000000001,47.5842,1.5721399999999999,0.788371,1.137,1.112,0.253229,0.24766100000000002,1.0224799999999998,1,0,0.72,0.0,18.7,16596,1.0,18.3925,0.0854,35.7295063,12.2834825,22.0989,21.1291,20.6197,20.415,0.0,26.9732,1,38,2458455.8060301,2458455.8060301,29.0089511871338,0,122730357264962959,122740357253778142,21.6562,-999.0,21.2142,21.1083,0.7153390000000001,28.296,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,504120242,2458320.985914,2458437.796308,40,t8_f5_c3,12.9697,32.9002,-19.9305,26.2834,5.6507299999999993e-05,0.051436,164.0,0.128865,7.52174e-05,-6.11e-05,26.3765,0.743,0.302347,37.7815,83.682,16.7072,13.257,30.0,,,2018-12-03T07:20:41.001,58455.30560185947,-0.30760000000000076,18.409456532873307,12.195591259260224,2.6003426790995077,1.7230602449257812,0.16662846753363852,-0.017056532873308328
1365877,ZTF18actyehn,2458457.6807292,2,703180721015,19.5994,2,703180721015015007,t,7,703,10,1550,2627.28,1046.87,35.4479553,12.1837047,18.4207,0.0951278,1.86858,18.4372,0.0714,5.9596599999999995,22.471,0.32299999999999995,0.972,-0.302,-0.186971,0.016483,6.96,0.927,445.223,1.16219,0.6909649999999999,1.601,1.485,0.23002899999999998,0.213362,1.0781100000000001,0,0,0.533333,0.0,18.7,16596,1.0,18.4191,0.0894,35.4483309,12.185340199999999,-999.0,-999.0,21.6754,21.6175,0.0,8.14508,1,39,2458457.6807292,2458457.6807292,22.128219604492198,0,122610354461909245,122610354524999206,17.9471,17.9273,17.1189,16.8136,0.0266667,16.9586,122610354501395615,-999.0,22.2195,21.3369,21.1939,0.672048,18.0314,4,1550120210,2458353.887569,2458456.699896,15,t8_f5_c3,6.5829699999999995,23.7154,-17.1324,26.1567,4.9181199999999996e-05,0.048733,228.0,0.093101,6.30483e-05,-5.188e-05,26.226999999999997,0.768,0.321038,16.9495,-999.0,18.7509,-999.0,30.0,,,2018-12-05T04:20:15.003,58457.180300959386,-0.2792999999999992,18.448034351194003,12.89987175379888,2.5979100335621315,1.735522315584425,0.15449136835552846,-0.027334351194003403
