,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
1504950,ZTF18acvwbgz,2458466.0028356,2,711502832115,20.1051,1,711502832115015013,t,13,711,21,420,173.511,1196.18,171.85234,-3.0738762000000004,16.8627,0.0383597,32.3759,16.8568,0.0188,5.25587,22.015,0.35600000000000004,1.156,-0.45299999999999996,-0.19078900000000001,-0.005876,2.59,0.9840000000000001,173.511,3.24827,1.1131,0.8740000000000001,0.8340000000000001,0.337452,0.322008,1.04796,0,0,0.87,0.0,17.3,1173,1.0,16.8286,0.0226,171.8512767,-3.0749069,21.4009,20.6744,20.3139,20.0628,0.02175,20.6795,1,6,2458466.0028356,2458466.0028356,69.5017013549805,0,104311718468584078,104311718470376102,22.2728,22.1358,20.9582,20.3236,0.9481069999999999,23.188000000000002,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,420120221,2458165.86662,2458447.998785,15,t8_f5_c3,54.8712,146.621,-91.7497,26.2167,1.03213e-05,0.045022,461.0,0.110474,1.5952e-05,-1.176e-05,26.29,0.621,0.321929,39.9972,39.9972,12.4443,12.4443,30.0,,,2018-12-13T12:04:04.996,58465.502407359425,-0.43730000000000047,16.918966449871327,9.494172308746954,5.961885115310555,5.926160705441588,0.07152373894951786,-0.056266449871326785
1557489,ZTF18acwynvl,2458469.0226505003,2,714522652015,20.1566,1,714522652015015036,t,36,714,20,420,2701.85,1661.72,172.0101396,-3.2098018,16.9556,0.0309106,23.2477,17.0076,0.0216,18.3138,21.971,0.31,0.884,-0.408,0.326889,0.05204299999999999,2.44,0.9840000000000001,370.647,3.1490099999999996,1.0987200000000001,0.777,0.75,0.318443,0.307377,1.036,0,0,0.856667,0.0,17.2,1173,1.0,16.9637,0.0258,172.0127309,-3.2142588,-999.0,22.2896,21.8494,20.9765,0.379637,20.6224,1,7,2458469.0226505003,2458469.0226505003,75.7087097167969,0,104151720158200154,104151720150703983,21.8881,21.7599,21.4308,21.127,0.0233333,23.1576,104131720089399910,-999.0,21.8573,21.0276,20.6394,0.0,26.4773,5,420120220,2458165.86662,2458447.998785,15,t8_f5_c3,94.052,170.178,-76.1263,26.2576,1.23705e-05,0.04533,420.0,0.103183,1.92128e-05,-1.404e-05,26.3255,0.64,0.331344,56.4272,-999.0,20.3851,-999.0,30.0,,,2018-12-16T12:32:37.003,58468.52222225956,-0.24439999999999884,16.9004275565826,9.503164944773916,5.96080106647493,5.875900915929253,0.06412643353391818,0.05517244341740124
1694386,ZTF18aczetxs,2458473.0434259,2,718543422015,20.1755,1,718543422015015067,t,67,718,20,420,2091.87,2282.04,172.1855638,-3.3775703,16.7922,0.0277421,7.7018,16.7858,0.0177,5.74225,21.389,0.168,0.753,-0.146,-0.839759,-0.006372,2.13,0.9840000000000001,798.462,3.3896900000000003,1.25973,0.847,0.7709999999999999,0.39765300000000003,0.36197199999999996,1.09857,0,0,0.83,0.0,17.2,1173,1.0,16.781,0.0218,172.18465369999996,-3.3789062000000007,-999.0,21.3801,20.3772,19.792,0.983542,6.32632,1,8,2458473.0434259,2458473.0434259,74.5689239501953,0,103941721844455636,103941721878824041,21.8793,21.268,19.7112,19.014,0.981375,12.7162,103951721873701854,21.5533,21.4598,21.3351,21.0204,0.895833,15.0453,7,420120220,2458165.86662,2458447.998785,15,t8_f5_c3,117.62100000000001,192.58599999999998,-74.9655,26.2442,1.0417e-05,0.05135,426.0,0.130914,1.60804e-05,-1.179e-05,26.3255,0.642,0.33154,12.7146,84.7983,20.364,9.17278,30.0,,,2018-12-20T13:02:31.998,58472.54299765919,-0.40779999999999816,16.87408007933795,9.47850262802525,5.959342370239996,5.80903152623939,0.05431064669136482,-0.0818800793379495
1845690,ZTF18adbiiqm,2458482.0428704,2,727542872315,19.5478,1,727542872315015003,t,3,727,23,420,1208.51,397.67800000000005,172.4300943,-3.6946179,16.7492,0.0409559,24.0846,16.754,0.0232,12.2726,21.88,0.335,1.272,-0.47700000000000004,0.00206745,0.004816,3.13,0.983,397.67800000000005,2.79382,1.07481,1.0270000000000001,0.9790000000000001,0.328115,0.31278,1.04903,0,0,0.826667,0.0,17.1,1173,1.0,16.7524,0.0291,172.4315562,-3.6977473,-999.0,-999.0,21.2974,21.2652,0.770628,10.3518,1,10,2458482.0428704,2458482.0428704,90.1968765258789,0,103561724310043688,103561724315343204,-999.0,-999.0,21.2913,20.6806,0.7783329999999999,12.5278,103561724351425117,-999.0,-999.0,21.3155,20.8479,0.121851,19.0451,8,420120223,2458165.86662,2458447.998785,15,t8_f5_c3,43.9193,112.09200000000001,-68.1725,26.2812,1.57104e-05,0.046997000000000004,465.0,0.106359,2.49031e-05,-1.82e-05,26.351,0.6459999999999999,0.310621,50.1456,-999.0,20.0388,-999.0,30.0,,,2018-12-29T13:01:44.003,58481.542442159276,-0.3508000000000031,16.808449655707292,9.266106010821378,5.956014124363626,5.660919735982762,0.03354439551903664,-0.059249655707294124
1846772,ZTF18adbiiqm,2458482.0551736,2,727555172315,19.5692,1,727555172315015006,t,6,727,23,420,1205.52,400.069,172.4302801,-3.6949796,16.764,0.0389221,15.3679,16.8831,0.0262,10.8296,21.88,0.335,1.272,-0.47700000000000004,1.31279,0.11911400000000001,2.96,0.9840000000000001,400.069,2.68614,1.10372,0.935,0.888,0.31587800000000005,0.3,1.05293,0,0,0.8466670000000001,0.0,17.1,1173,1.0,16.9011,0.0336,172.4315562,-3.6977473,-999.0,-999.0,21.2974,21.2652,0.770628,8.90172,2,11,2458482.0428704,2458482.0551736,76.4498977661133,0,103561724310043688,103561724315343204,-999.0,-999.0,21.2913,20.6806,0.7783329999999999,11.0649,103561724351425117,-999.0,-999.0,21.3155,20.8479,0.121851,18.0819,8,420120223,2458165.86662,2458447.998785,15,t8_f5_c3,54.7418,114.021,-59.278999999999996,26.28,1.26096e-05,0.045471,466.0,0.10987999999999999,1.97867e-05,-1.454e-05,26.351999999999997,0.648,0.311605,50.0523,-999.0,20.0388,-999.0,30.0,,,2018-12-29T13:19:26.999,58481.554745359346,-0.3360000000000021,16.808352890129598,9.26563711851953,5.956009514435027,5.66072006081579,0.033515368662779516,-0.04435289012959842
2110853,ZTF19aaapbur,2458487.9823032003,1,733482302315,20.5433,1,733482302315015029,t,29,733,23,420,1060.38,946.052,172.4750345,-3.8562296,17.3117,0.0384891,23.0687,17.3079,0.0205,8.63278,17.497,0.013000000000000001,0.5579999999999999,-0.006999999999999999,0.07841469999999999,-0.003822,2.26,0.996,946.052,3.23543,1.22014,0.787,0.772,0.34823000000000004,0.341593,1.0194299999999998,0,0,0.853333,0.0,17.1,1173,1.0,17.319000000000003,0.0259,172.4773371,-3.8554405,-999.0,21.7668,21.2013,21.0285,0.025375,8.14581,1,12,2458487.9823032003,2458487.9823032003,66.19345092773439,0,103371724729413913,103371724773763832,17.449,16.5872,16.2643,16.1381,0.982,8.75606,103371724710451324,-999.0,21.903000000000002,20.8962,20.5965,0.018928599999999997,15.1422,7,420120123,2458204.79463,2458473.022025,15,t8_f5_c3,88.6992,164.85,-76.1504,26.2827,1.0098099999999999e-05,0.032991,460.0,-0.062511,1.58994e-05,-1.166e-05,26.241999999999997,0.648,0.31144,8.75649,74.9588,16.5168,12.3708,30.0,,,2019-01-04T11:34:30.997,58487.48187495955,0.2116999999999969,17.26509685290775,9.001965883832389,5.9537696769702615,5.565624351397161,0.024178761803393293,0.046603147092248776
2113093,ZTF19aaapndb,2458488.0242014,2,733524202315,20.2188,1,733524202315015004,t,4,733,23,420,1071.19,954.194,172.4749203,-3.857241,16.7133,0.030900999999999998,19.5528,16.7291,0.0155,7.399030000000001,21.799,0.237,0.753,-0.419,0.361236,0.015750999999999998,2.7,0.9840000000000001,954.194,3.4897,1.06206,0.843,0.745,0.312222,0.275926,1.13154,1,0,0.86,0.0,17.1,1173,1.0,16.726,0.019,172.4758309,-3.8591149,-999.0,21.7668,21.2013,21.0285,0.025375,9.77399,1,13,2458488.0242014,2458488.0242014,52.911205291748,0,103371724729413913,103371724773763832,17.449,16.5872,16.2643,16.1381,0.982,10.8097,103371724710451324,-999.0,21.903000000000002,20.8962,20.5965,0.018928599999999997,14.035,9,420120223,2458165.86662,2458447.998785,15,t8_f5_c3,118.315,212.74200000000002,-94.4266,26.3253,7.2626e-06,0.036573,461.0,0.092388,1.1311400000000002e-05,-8.35e-06,26.386999999999997,0.654,0.311898,10.8102,71.98,16.5168,12.3708,30.0,,,2019-01-04T12:34:51.001,58487.52377315937,-0.38670000000000115,16.759925058669616,8.999655959570163,5.953753709052323,5.56496138568522,0.02410482230955655,-0.04662505866961553
2223760,ZTF19aabytoj,2458491.9788426,1,737478842315,19.4368,1,737478842315015031,t,31,737,23,420,1147.05,1204.74,172.4517033,-3.9422637,17.1859,0.0631675,3.51675,17.0929,0.0343,12.5674,22.12,0.35100000000000003,0.948,0.066,-0.188772,-0.092964,3.6,0.976,1147.05,2.34388,0.9672850000000001,1.165,1.091,0.32361100000000004,0.303056,1.0678299999999998,0,0,0.786667,0.0,17.1,1173,1.0,17.0824,0.0426,172.4513705,-3.9457843,21.8289,21.3807,21.023000000000003,20.9972,0.11413699999999999,19.7796,1,14,2458491.9788426,2458491.9788426,46.7016410827637,0,103261724544484094,103261724482943594,21.4657,21.0573,-999.0,-999.0,0.5,21.8516,103261724464714364,22.0406,21.2269,19.8329,19.1754,0.980708,24.5599,3,420120123,2458204.79463,2458473.022025,15,t8_f5_c3,26.4371,68.0498,-41.6127,25.5789,4.02211e-05,0.047547000000000006,335.0,-0.056551,8.17254e-05,-5.285e-05,25.544,0.568,0.271916,24.5507,-999.0,20.4015,-999.0,30.0,,,2019-01-08T11:29:32.001,58491.47841435951,0.08589999999999876,17.23061410201939,8.767032540653815,5.952238038740281,5.503234922257598,0.023412010565727514,-0.04471410201939108
2226328,ZTF19aabzjej,2458492.0232755,2,737523272315,19.6471,1,737523272315015012,t,12,737,23,420,1152.31,1225.68,172.4510854,-3.9431113,16.785,0.0368092,17.7531,16.8013,0.0218,9.97782,21.941999999999997,0.337,1.147,-0.628,0.643355,0.016333,3.69,0.983,1152.31,2.84577,0.938765,1.1320000000000001,1.047,0.306775,0.28374,1.08118,0,0,0.813333,0.0,17.1,1173,1.0,16.7816,0.0268,172.44973810000005,-3.9406471,21.4657,21.0573,-999.0,-999.0,0.5,18.0838,1,15,2458492.0232755,2458492.0232755,80.4630432128906,0,103261724482943594,103261724544484094,21.8289,21.3807,21.023000000000003,20.9972,0.11413699999999999,18.6311,103261724464714364,22.0406,21.2269,19.8329,19.1754,0.980708,20.916,3,420120223,2458165.86662,2458447.998785,15,t8_f5_c3,39.724000000000004,111.679,-71.9547,26.118000000000002,1.91569e-05,0.059057000000000005,458.0,0.147721,2.97242e-05,-2.196e-05,26.212,0.65,0.313729,20.9059,-999.0,20.4015,-999.0,30.0,,,2019-01-08T12:33:31.003,58491.522847259424,-0.3150000000000013,16.725402812956396,8.764068255351358,5.9522209136059026,5.502550409029701,0.023408739068603034,0.05959718704360384
2328273,ZTF19aacykec,2458493.9909144,2,739490912315,20.3963,1,739490912315015014,t,14,739,23,420,1235.13,1353.99,172.4235974,-3.9783924,16.8026,0.026866900000000003,8.49209,16.8228,0.0161,6.9661,21.95,0.27399999999999997,0.77,-0.271,0.173841,0.020234000000000002,2.09,0.983,1235.13,3.5735300000000003,1.21796,0.7070000000000001,0.6659999999999999,0.338278,0.31866,1.06156,0,0,0.732857,0.0,17.0,1173,1.0,16.8162,0.0196,172.42357230000005,-3.9764326,22.0407,21.3666,20.8487,20.7455,0.0,7.7995399999999995,1,16,2458493.9909144,2458493.9909144,60.7575073242188,0,103221724241198828,103221724264644797,20.1664,18.8689,18.3451,18.2621,0.00413889,11.3671,103221724259792023,21.660999999999998,20.9778,20.3843,20.2891,0.7135,15.7406,6,420120223,2458165.86662,2458447.998785,15,t8_f5_c3,109.118,217.608,-108.491,26.2816,7.873200000000001e-06,0.04289,464.0,0.11453599999999999,1.2327e-05,-9.07e-06,26.355,0.647,0.31248899999999996,22.5557,-999.0,19.4896,-999.0,30.0,,,2019-01-10T11:46:55.004,58493.490486159004,-0.19739999999999824,16.707831490226106,8.63124406174457,5.951460425712011,5.472478972394946,0.025164443077311204,0.09476850977389617
