,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,drbversion,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
3529,ZTF18abclgxl,2458290.7533565,2,536253353015,19.2588,1,536253353015015003,t,3,536,30,574,1286.53,856.4110000000001,169.95944730000005,17.7097199,18.354,0.1304,2.4902,18.2777,0.1506,2.79343,23.226,0.353,0.754,-0.644,0.355163,-0.076325,2.16,1.0,856.4110000000001,0.981079,1.21246,0.747,0.6709999999999999,0.345833,0.310648,1.1132600000000001,6,0,0.54,0.0,18.9,24451,0.8991399999999999,18.208,0.1811,169.95932280000005,17.7104967,-999.0,20.9765,21.0818,-999.0,0.5,19.1855,1,157,2458290.7533565,2458290.7533565,17.6916580200195,0,129251699612748119,129251699533648351,21.8453,21.6868,21.574,21.0842,0.00433333,27.7417,129241699666376971,21.704,21.6745,21.3376,21.0426,0.008125,29.2943,3,574120230,2458155.869803,2458186.853796,19,,,,,,,,,,,,,,,,,,,,,,2018-06-21T06:04:50.002,58290.252928259324,-0.5459999999999994,18.451306329168908,9.409385174747037,5.9718612183331805,6.173531659963951,0.11328601625041254,-0.09730632916890869
7846,ZTF18abcvocx,2458293.7383102,2,539238313015,19.3873,1,539238313015015017,t,17,539,30,574,499.49800000000005,1762.78,170.1966188,17.4547993,18.4539,0.101732,2.4181,18.4645,0.1529,6.76814,23.053,0.312,0.804,-0.098,-0.19048900000000002,0.010577,2.82,0.991,499.49800000000005,0.922765,0.9655870000000001,0.85,0.765,0.30141799999999996,0.271277,1.11111,2,0,0.633333,0.0,18.9,24451,1.0,18.5404,0.2102,170.195142,17.4535168,-999.0,-999.0,21.0866,20.6198,0.5,20.3183,1,87,2458293.7383102,2458293.7383102,18.6690711975098,0,128941701921131913,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,574120230,2458155.869803,2458186.853796,19,,,,,,,,,,,,,,,,,,,,,,2018-06-24T05:43:10.001,58293.23788195942,-0.4460999999999977,18.46182537294937,9.283759855167682,5.971907736146605,6.217575853937165,0.1181121118667798,-0.007925372949369347
10820,ZTF18abddrdp,2458296.7354977,2,542235493115,19.0834,1,542235493115015022,t,22,542,31,574,2721.25,2825.15,170.4525829,17.1947031,18.3834,0.141236,1.45525,18.6165,0.1919,9.04769,22.694000000000003,0.292,1.337,-0.42,0.171851,0.233071,2.92,0.981,255.34599999999998,0.466912,1.13069,0.8029999999999999,0.752,0.275,0.25753400000000004,1.06782,6,0,0.47,0.0,18.9,24451,0.9721110000000001,18.741,0.2759,170.4510493,17.1926199,18.0016,17.2184,16.907,16.7801,0.996667,21.2903,1,70,2458296.7354977,2458296.7354977,12.5649700164795,0,128631704464915503,128631704461285122,20.425,-999.0,20.8172,-999.0,0.5,22.4018,128631704601976723,-999.0,21.8467,21.7042,-999.0,0.558271,27.0451,3,574120231,2458155.869803,2458186.853796,18,,,,,,,,,,,,,,,,,,,,,,2018-06-27T05:39:07.001,58296.23506945932,-0.5165999999999968,18.471354132690557,9.140927889399173,5.971944765746305,6.261142139660774,0.12295539655691404,-0.0879541326905553
1023328,ZTF18acqspzi,2458443.0420832997,2,688542082115,19.9621,2,688542082115015002,t,2,688,21,474,2225.4,1094.65,192.5440059,4.153951999999999,18.4919,0.09141289999999999,4.2453,18.5329,0.1041,12.7639,22.241,0.268,1.078,-0.171,0.070082,0.040955,2.31,1.0,847.0989999999999,1.42915,1.09874,0.769,0.6859999999999999,0.3329,0.29696999999999996,1.12099,2,0,0.796667,0.0,18.9,24451,0.9987889999999999,18.7158,0.1571,192.5452554,4.150583999999999,-999.0,-999.0,21.9066,20.733,0.273911,20.6304,1,13,2458443.0420832997,2458443.0420832997,26.7498073577881,0,112971925410489195,112971925475936791,19.6176,18.7496,18.3518,18.1889,0.991458,28.396,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,474120221,2458186.895625,2458438.0397220002,16,t8_f5_c3,14.5778,30.8766,-16.2987,26.0549,8.3214e-06,0.045343,451.0,0.118622,1.3943800000000002e-05,-9.82e-06,26.127,0.599,0.317781,28.3349,-999.0,18.6664,-999.0,30.0,,,2018-11-20T13:00:35.997,58442.541655059445,-0.40809999999999746,18.48786837420668,7.211151114222885,5.961991879719396,6.559928069778975,0.15169555878103974,0.0040316257933206145
1029789,ZTF18acqzhxm,2458444.0440278,2,689544022115,20.0568,2,689544022115015004,t,4,689,21,474,1730.45,1312.94,192.6845636,4.0914445,18.5064,0.0813756,3.97886,18.4948,0.09300000000000001,2.6803,22.67,0.35,0.8220000000000001,-0.36200000000000004,-0.129451,-0.011552,2.02,0.983,1312.94,1.56199,1.2441,0.682,0.605,0.337624,0.299505,1.12727,2,0,0.776667,0.0,18.9,24451,1.0,18.3729,0.1063,192.6838243,4.0915841,21.6532,20.7966,20.7429,20.6912,0.00166667,12.9645,1,17,2458444.0440278,2458444.0440278,28.4054222106934,0,112901926880729843,112911926883730017,21.4818,20.6544,20.8777,20.5968,0.5,13.0561,112911926851965018,-999.0,-999.0,21.2785,20.8343,0.0075,14.3866,9,474120221,2458186.895625,2458438.0397220002,16,t8_f5_c3,23.6197,38.103,-14.4834,26.1744,7.7117e-06,0.042157,453.0,0.108602,1.29671e-05,-9.12e-06,26.243000000000002,0.599,0.317154,30.7219,-999.0,20.1075,-999.0,30.0,,,2018-11-21T13:03:24.002,58443.543599559474,-0.3935999999999993,18.48767741206956,7.300474418719429,5.961844521536107,6.547456287059842,0.15024010934273654,0.01872258793044068
1030073,ZTF18acqzish,2458444.048831,2,689548832115,20.0766,2,689548832115015005,t,5,689,21,474,1729.05,1316.24,192.6852176,4.0911527,18.4561,0.0787446,2.36619,18.3644,0.0841,2.29799,22.67,0.34600000000000003,0.8029999999999999,-0.375,0.0395186,-0.091735,2.0,0.983,1316.24,1.71222,1.21176,0.672,0.635,0.336,0.3175,1.05827,6,0,0.736667,0.0,18.9,24451,0.881497,18.3061,0.1018,192.68582869999997,4.0913709,21.6532,20.7966,20.7429,20.6912,0.00166667,10.5781,1,18,2458444.048831,2458444.048831,26.4277744293213,0,112901926880729843,112911926883730017,21.4818,20.6544,20.8777,20.5968,0.5,10.672,112911926851965018,-999.0,-999.0,21.2785,20.8343,0.0075,15.2279,9,474120221,2458186.895625,2458438.0397220002,16,t8_f5_c3,16.3225,34.9564,-18.6339,26.1741,7.8294e-06,0.043876,454.0,0.11432200000000001,1.3181800000000001e-05,-9.25e-06,26.244,0.599,0.317857,28.5452,-999.0,20.1075,-999.0,30.0,,,2018-11-21T13:10:18.998,58443.54840275925,-0.4438999999999993,18.48767562992443,7.3008942573441615,5.961843812533262,6.547395273812912,0.15019140745405746,-0.031575629924429194
1030380,ZTF18acqzjva,2458444.0536343,2,689553632115,19.9014,2,689553632115015002,t,2,689,21,474,1727.53,1319.51,192.6858759,4.0908611000000015,18.499000000000002,0.11078800000000001,8.44011,18.5274,0.1142,1.81885,22.67,0.34600000000000003,0.8029999999999999,-0.375,0.07930930000000001,0.028376,1.97,1.0,1319.51,1.37404,1.22889,0.626,0.564,0.317766,0.286294,1.1099299999999999,4,0,0.756667,0.0,18.9,24451,0.9917790000000001,18.5815,0.1536,192.68582869999997,4.0913709,21.6532,20.7966,20.7429,20.6912,0.00166667,8.28828,1,19,2458444.0536343,2458444.0536343,26.6931133270264,0,112901926880729843,112911926883730017,21.4818,20.6544,20.8777,20.5968,0.5,8.38449,112901926867004483,-999.0,-999.0,21.3039,20.8965,0.013125,15.1877,8,474120221,2458186.895625,2458438.0397220002,16,t8_f5_c3,16.2517,30.2927,-14.040999999999999,26.195999999999998,8.0171e-06,0.042208999999999997,452.0,0.107395,1.35042e-05,-9.48e-06,26.2645,0.599,0.31782,26.4327,-999.0,20.1075,-999.0,30.0,,,2018-11-21T13:17:14.004,58443.55320605916,-0.40099999999999625,18.487673842893102,7.301313889873143,5.96184310349099,6.547334275992479,0.15014377525667694,0.011326157106900325
1030636,ZTF18acqzkpw,2458444.0584491002,2,689558442115,19.4982,2,689558442115015003,t,3,689,21,474,1725.38,1322.44,192.6865611,4.0905845,18.4653,0.108796,4.01426,18.3415,0.1413,3.8177,22.67,0.34600000000000003,0.8029999999999999,-0.375,-0.0321991,-0.123761,2.26,0.998,1322.44,1.15667,1.0502200000000002,0.645,0.5770000000000001,0.285398,0.25531,1.11785,7,0,0.64,0.0,18.9,24451,0.869878,18.2901,0.1729,192.68582869999997,4.0913709,21.6532,20.7966,20.7429,20.6912,0.00166667,6.1256699999999995,1,20,2458444.0584491002,2458444.0584491002,19.1324195861816,0,112901926880729843,112911926883730017,21.4818,20.6544,20.8777,20.5968,0.5,6.22221,112901926867004483,-999.0,-999.0,21.3039,20.8965,0.013125,13.9353,8,474120221,2458186.895625,2458438.0397220002,16,t8_f5_c3,11.2032,21.1692,-9.96603,26.1953,1.10631e-05,0.046544999999999996,454.0,0.11373299999999999,1.87156e-05,-1.31e-05,26.266,0.597,0.31793699999999997,24.4189,-999.0,20.1075,-999.0,30.0,,,2018-11-21T13:24:10.002,58443.558020859025,-0.4346999999999994,18.487672047193293,7.3017343164433175,5.961842392726409,6.547273149653938,0.15009714094069468,-0.022372047193293554
1076554,ZTF18acpdxrn,2458440.0496181,2,685549612415,19.8197,2,685549612415015005,t,5,685,24,474,228.144,426.023,192.11718190000002,4.3450337,18.4753,0.0813398,1.60905,18.4312,0.1139,3.6361,22.706,0.322,0.642,-0.29600000000000004,0.417786,-0.044102999999999996,2.13,0.983,228.144,1.3885399999999999,1.12303,0.723,0.653,0.339437,0.306573,1.1072,3,0,0.8,0.0,18.9,24451,0.9930540000000001,18.4114,0.1432,192.1163878,4.3443888,-999.0,-999.0,21.9527,-999.0,0.09050599999999999,13.6813,1,2,2458440.0496181,2458440.0496181,24.3259124755859,0,113211921138362682,113201921176257818,22.1288,21.6916,21.3627,21.4202,0.684083,20.2137,113221921197331735,-999.0,-999.0,21.8312,21.2447,0.862226,23.5533,4,474120224,2458186.895625,2458439.04485,17,t8_f5_c3,20.218,32.3347,-12.1167,26.0233,1.3840399999999999e-05,0.050366,486.0,0.114075,2.1849e-05,-1.585e-05,26.1025,0.602,0.32763600000000004,81.4955,-999.0,19.9863,-999.0,30.0,,,2018-11-17T13:11:27.004,58439.54918985907,-0.42469999999999786,18.487556389649964,6.9368473445514605,5.962425597806133,6.596221467649723,0.15578079573279094,-0.012256389649962784
1076589,ZTF18acpdzpz,2458440.0462616,2,685546262415,19.6786,2,685546262415015009,t,9,685,24,474,228.842,424.022,192.1167186,4.3452459999999995,18.5278,0.08823489999999999,0.895453,18.4206,0.1307,3.2671099999999997,22.706,0.322,0.642,-0.29600000000000004,0.875282,-0.107222,1.97,0.983,228.842,1.258,1.1912399999999999,0.6509999999999999,0.5920000000000001,0.330457,0.300508,1.09966,6,0,0.733333,0.0,18.9,24451,0.992136,18.5086,0.1814,192.1163878,4.3443888,-999.0,-999.0,21.9527,-999.0,0.09050599999999999,12.579,1,3,2458440.0462616,2458440.0462616,21.4914054870605,0,113211921138362682,113201921176257818,22.1288,21.6916,21.3627,21.4202,0.684083,21.1234,113221921197331735,-999.0,-999.0,21.8312,21.2447,0.862226,23.5626,4,474120224,2458186.895625,2458439.04485,17,t8_f5_c3,19.0428,28.6267,-9.58385,25.8468,4.49488e-05,0.071647,484.0,0.114579,7.10389e-05,-5.146e-05,25.9285,0.602,0.328701,80.5849,-999.0,19.9863,-999.0,30.0,,,2018-11-17T13:06:37.002,58439.54583335947,-0.3721999999999994,18.487555649832302,6.936536959708265,5.962426078910304,6.596261975126751,0.15581531831049322,0.04024435016769701
