,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
618257,ZTF18acanzmr,2458397.9781713,1,643478173315,20.7072,1,643478173315015003,t,3,643,33,562,885.092,177.967,91.0777353,20.7110966,17.8332,0.05280459999999999,6.711810000000001,17.6992,0.032,4.05971,16.03,0.013999999999999999,0.44,-0.02,0.24806399999999998,-0.133974,4.84,0.983,177.967,3.008,0.536092,0.935,0.813,0.193182,0.167975,1.15006,0,0,0.52,0.0,17.8,5318,1.0,17.7081,0.0376,91.0769459,20.7119651,16.0034,15.288,14.9061,14.6988,1.0,3.99359,1,154,2458397.9781713,2458397.9781713,36.9612236022949,0,132850910769474855,132850910752252856,-999.0,21.2528,20.0538,19.3969,0.9396040000000001,9.02245,132850910745522974,-999.0,-999.0,-999.0,20.8565,0.7140479999999999,11.1032,15,562120133,2458167.621713,2458375.976505,15,t8_f5_c3,81.6732,134.231,-52.5583,26.2362,6.0761e-06,0.034842000000000005,1869.0,-0.10123099999999999,6.2766999999999996e-06,-6e-06,26.144000000000002,0.953,0.235015,3.9965900000000003,46.4529,15.1401,12.6896,30.0,2018-10-06T11:28:34.000,58397.47774305894,0.033200000000000784,18.202296397049928,25.331173276407668,2.2859770968084825,1.8588436512204785,0.20873267532930567,-0.36909639704992614
656040,ZTF18acbyomy,2458423.8803356,2,669380334015,20.4425,1,669380334015015035,t,35,669,40,563,1974.22,580.172,94.9133799,20.61248,16.9776,0.03500519999999999,25.5071,17.0143,0.0179,6.82131,21.122,0.078,0.73,0.078,0.868345,0.036726999999999996,2.22,0.983,580.172,3.42825,1.1775200000000001,0.698,0.695,0.31441399999999997,0.31306300000000004,1.00432,4,0,0.8,0.0,17.2,5318,0.994851,17.0036,0.0218,94.9119564,20.613861,21.9749,21.0471,20.2787,19.8942,0.8949459999999999,6.641489999999999,1,143,2458423.8803356,2458423.8803356,35.9730186462402,0,132730949119827108,132730949124279563,-999.0,22.3122,21.4296,20.9507,0.41391700000000003,12.2163,132730949106501016,-999.0,-999.0,-999.0,19.8474,0.814185,16.3137,14,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,63.1152,166.218,-103.103,26.3636,2.448e-06,0.026026999999999998,2063.0,0.102145,3.6101999999999998e-06,-2.89e-06,26.441999999999997,0.775,0.194635,16.4372,-999.0,18.4757,-999.0,30.0,2018-11-01T09:07:40.996,58423.37990735938,-0.22240000000000038,17.108834821526234,21.461197120376557,2.246521841768188,1.5343112215291557,0.04141698765925579,-0.13123482152623467
658941,ZTF18acbzdlm,2458423.9118287005,1,669411824015,20.0388,1,669411824015015017,t,17,669,40,563,1955.89,580.9490000000001,94.9147998,20.6124661,18.3469,0.0690525,1.56121,18.2652,0.057,9.5624,22.997,0.314,0.693,-0.278,-0.42797700000000005,-0.081686,3.32,0.971,580.9490000000001,1.7735599999999998,1.03401,1.1540000000000001,1.11,0.34759,0.334337,1.03964,0,0,0.706667,0.0,17.2,5318,1.0,18.2527,0.0715,94.9141299,20.609851000000006,21.9749,21.0471,20.2787,19.8942,0.8949459999999999,10.5476,1,144,2458423.9118287005,2458423.9118287005,33.0043258666992,0,132730949119827108,132730949178512954,19.8619,18.8286,18.192,17.8314,0.996667,12.828,132730949182148182,18.1171,16.7955,16.0473,15.6252,0.992917,14.0912,13,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,16.5939,39.4222,-22.8283,26.3289,7.133200000000001e-06,0.031749,2040.0,-0.067505,1.05144e-05,-8.41e-06,26.278000000000002,0.773,0.196878,12.8289,-999.0,18.6068,-999.0,30.0,2018-11-01T09:53:02.000,58423.411400459714,1.1469000000000023,17.629763992262045,21.4532949032115,2.2464737687355383,1.533948362625046,0.04035096265897372,0.717136007737956
703432,ZTF18acecblq,2458428.8387153,1,674338714015,20.733,1,674338714015015013,t,13,674,40,563,1463.05,533.179,95.0718668,20.6204378,17.4085,0.0421968,6.23595,17.4238,0.0203,7.04925,22.796999999999997,0.321,1.165,-0.515,0.397073,0.015283000000000001,1.97,0.983,533.179,3.3091800000000005,1.34643,0.772,0.76,0.391878,0.385787,1.01579,1,0,0.8466670000000001,0.0,17.1,5318,1.0,17.4194,0.0251,95.0697618,20.6202129,-999.0,22.3797,-999.0,21.1086,0.5,3.7631099999999997,1,151,2458428.8387153,2458428.8387153,65.1427001953125,0,132740950728235810,132740950688805873,21.1633,19.7409,19.0836,18.6764,0.981833,10.3231,132740950749134584,16.1524,15.415999999999999,14.9776,14.7466,0.975833,10.3963,16,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,66.0316,159.555,-93.5234,26.2955,3.5786000000000003e-06,0.022496000000000002,2055.0,-0.049088,5.277100000000001e-06,-4.22e-06,26.258000000000003,0.774,0.195403,10.3224,-999.0,19.5553,-999.0,30.0,2018-11-06T08:07:45.002,58428.338287059225,0.30849999999999866,17.502880013994474,20.15214853821872,2.238954952810757,1.4791593948291455,0.005558153128919711,-0.09438001399447415
713892,ZTF18acclmmm,2458425.898287,1,671398284015,20.5974,1,671398284015015056,t,56,671,40,563,1689.64,575.732,95.0029738,20.6139913,17.5574,0.0498982,30.1428,17.5322,0.0281,6.161490000000001,16.132,0.018000000000000002,0.767,-0.038,-0.383017,-0.025212000000000002,2.17,0.9990000000000001,575.732,3.06521,1.17649,0.7290000000000001,0.675,0.335945,0.31106,1.08,0,0,0.726667,0.0,17.2,5318,1.0,17.4736,0.0328,95.0027309,20.61227,16.0616,14.3791,13.449000000000002,12.767000000000001,0.959583,6.27762,1,145,2458425.898287,2458425.898287,72.9987716674805,0,132730950027415253,132730950048299660,20.1928,18.9963,18.2981,17.8993,0.99875,9.47998,132740950005391319,-999.0,21.6847,20.6794,20.0786,0.834667,14.5346,18,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,88.8476,146.972,-58.1244,26.2394,1.39412e-05,0.041588,2046.0,-0.061209000000000006,2.05862e-05,-1.646e-05,26.191999999999997,0.774,0.19419,6.27982,6.27982,13.7894,13.7894,30.0,2018-11-03T09:33:31.997,58425.39785875892,0.35740000000000194,17.579274488884497,20.953106246888492,2.243441747101653,1.5114960595726443,0.024840477880107615,-0.021874488884495946
733188,ZTF18acclytu,2458425.9248148,2,671424814015,20.5414,1,671424814015015052,t,52,671,40,563,1685.31,580.4119999999999,95.0037118,20.6140733,17.5541,0.0449309,43.9757,17.9939,0.0488,7.125430000000001,14.177999999999999,0.011000000000000001,0.496,-0.006,0.75747,0.43981899999999996,2.31,0.986,580.4119999999999,2.54754,1.12219,0.6809999999999999,0.667,0.29480500000000004,0.288745,1.02099,2,0,0.68,0.0,17.2,5318,1.0,17.6359,0.0519,95.0027134,20.6123004,16.0616,14.3791,13.449000000000002,12.767000000000001,0.959583,7.31831,1,146,2458425.9248148,2458425.9248148,57.669094085693395,0,132730950027415253,132730950048299660,20.1928,18.9963,18.2981,17.8993,0.99875,7.77268,132740950005391319,-999.0,21.6847,20.6794,20.0786,0.834667,15.8469,18,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,55.803999999999995,122.60600000000001,-66.8021,26.3571,2.4125e-06,0.025749,2061.0,0.10128,3.5556e-06,-2.85e-06,26.434,0.775,0.194168,7.32251,7.32251,13.7894,13.7894,30.0,2018-11-03T10:11:43.999,58425.42438655906,0.35409999999999897,17.05685048673661,20.945992053403387,2.2434012602965736,1.5111973628673343,0.024070931664959286,0.4972495132633874
761853,ZTF18accufiz,2458426.9436574,1,672443654015,20.7368,1,672443654015015006,t,6,672,40,563,1584.22,574.44,95.0354684,20.6157472,18.3332,0.055364,12.1863,18.2863,0.042,4.17696,22.951999999999998,0.314,0.826,-0.332,0.36080300000000004,-0.046874,2.1,0.986,574.44,2.45052,1.23904,0.763,0.7170000000000001,0.363333,0.341429,1.06416,3,0,0.843333,0.0,17.2,5318,0.9919469999999999,18.3132,0.0582,95.0366641,20.6153883,-999.0,22.182,21.2841,21.0337,0.46088100000000004,9.25362,2,148,2458426.9206019,2458426.9436574,48.557834625244105,0,132740950358722495,132730950348126270,15.0933,14.550999999999998,14.2973,14.1986,1.0,9.739510000000001,132740950336403027,18.5892,17.5585,17.0968,16.8472,0.995625,12.3761,13,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,37.7831,76.4551,-38.6721,26.3592,3.5381e-06,0.02519,2047.0,-0.079763,5.2245000000000005e-06,-4.18e-06,26.296999999999997,0.775,0.192882,9.742469999999999,67.402,14.4545,12.6391,30.0,2018-11-04T10:38:51.999,58426.443229158875,1.1332000000000022,17.552317231475197,20.676229488195112,2.2418463979495664,1.4998682664465461,0.015642139670014234,0.7808827685248048
768121,ZTF18accufiz,2458426.9206019,2,672420604015,20.6931,1,672420604015015054,t,54,672,40,563,1577.79,569.738,95.0350482,20.6156821,17.3011,0.0364096,41.5995,17.2736,0.0188,9.055530000000001,14.49,0.011000000000000001,0.528,-0.003,1.06806,-0.0275,2.38,0.9840000000000001,569.738,3.4194699999999996,1.0850799999999998,0.691,0.6659999999999999,0.29033600000000004,0.279832,1.03754,2,0,0.683333,0.0,17.2,5318,1.0,17.4496,0.0301,95.0348251,20.6131452,15.0933,14.550999999999998,14.2973,14.1986,1.0,9.29341,1,147,2458426.9206019,2458426.9206019,54.4367828369141,0,132730950348126270,132740950358722495,-999.0,22.182,21.2841,21.0337,0.46088100000000004,9.779919999999999,132740950336403027,18.5892,17.5585,17.0968,16.8472,0.995625,11.9588,13,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,130.306,228.222,-97.9164,26.3661,3.3044e-06,0.027259,2064.0,0.098736,4.8731e-06,-3.9e-06,26.441999999999997,0.775,0.193688,9.29653,66.8204,14.4545,12.6391,30.0,2018-11-04T10:05:40.004,58426.420173659004,0.10110000000000241,17.031187787673755,20.68261992187591,2.241881580848444,1.5001242697862647,0.016166497246690868,0.26991221232624696
800860,ZTF18acemxpr,2458429.9032292003,2,675403224015,20.743000000000002,1,675403224015015034,t,34,675,40,563,1452.65,544.507,95.0775631,20.6242765,16.5447,0.0322204,276.657,16.5414,0.0102,8.58206,20.605,0.057,0.9129999999999999,-0.04,0.959644,-0.0033079999999999997,2.42,0.983,544.507,4.20159,1.0831899999999999,0.759,0.726,0.313636,0.3,1.04545,2,0,0.763333,0.0,17.1,5318,0.998667,16.514,0.0117,95.076992,20.6219228,21.8109,20.701999999999998,20.067,19.7297,0.94925,8.87518,1,153,2458429.9032292003,2458429.9032292003,126.93792724609399,0,132740950769916775,132740950801094747,21.1742,20.0653,19.4574,19.1129,0.974958,17.0794,132740950749134584,16.1524,15.415999999999999,14.9776,14.7466,0.975833,17.6604,15,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,200.507,415.05400000000003,-214.547,26.3617,2.6586000000000003e-06,0.026739,2065.0,0.104433,3.9144999999999995e-06,-3.14e-06,26.441,0.775,0.19404000000000002,17.0793,-999.0,19.8711,-999.0,30.0,2018-11-07T09:40:39.003,58429.40280095954,-0.5553000000000026,16.95297442331271,19.843322081432394,2.23733117239273,1.4677236512433782,0.009619121220638962,-0.4082744233127116
804362,ZTF18acemxpr,2458429.9317593,1,675431754015,20.8236,1,675431754015015014,t,14,675,40,563,1432.4,540.6659999999999,95.077333,20.6244084,17.5246,0.04680669999999999,40.5592,17.5443,0.0209,8.92411,21.714000000000002,0.12,1.112,-0.124,0.292835,0.019678,2.43,0.982,540.6659999999999,3.2792800000000004,1.0886,0.8140000000000001,0.779,0.33497899999999997,0.320576,1.04493,0,0,0.81,0.0,17.1,5318,1.0,17.5418,0.0254,95.0770309,20.6219135,21.8109,20.701999999999998,20.067,19.7297,0.94925,9.22054,2,154,2458429.9032292003,2458429.9317593,84.2292709350586,0,132740950769916775,132740950749134584,16.1524,15.415999999999999,14.9776,14.7466,0.975833,17.7034,132740950801094747,21.1742,20.0653,19.4574,19.1129,0.974958,17.8854,16,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,75.4213,155.675,-80.2535,26.3246,3.0069e-06,0.020382,2045.0,-0.042181,4.4393e-06,-3.55e-06,26.291999999999998,0.774,0.195605,17.7028,-999.0,15.251,-999.0,30.0,2018-11-07T10:21:44.003,58429.43133105897,0.4245999999999981,17.473940614747164,19.83468179959629,2.237287658293628,1.4674179182202989,0.009974470321022803,0.05065938525283542
