,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,exptime,obsdate,mjd,magcorrZTF,magOO,phaseangle,heliodist,geodist,velocity,magcorrOO
830360,ZTF18acexctx,2458430.934375,1,676434374015,21.0177,1,676434374015015010,t,10,676,40,563,1466.27,500.535,95.0737498,20.6286654,17.4429,0.041257800000000004,78.3421,17.4405,0.0181,6.11112,20.087,0.035,0.992,-0.033,0.514892,-0.00244,2.1,0.992,500.535,3.5771900000000003,1.1528200000000002,0.6890000000000001,0.67,0.32809499999999997,0.319048,1.02836,0,0,0.736667,0.0,17.0,5318,1.0,17.437,0.0217,95.0752073,20.6297096,20.0202,18.9923,18.4181,18.0858,0.99875,6.22043,1,155,2458430.934375,2458430.934375,91.70874786376949,0,132750950752146187,132750950753687725,20.3911,19.2778,18.669,18.3083,0.955,9.98531,132750950703046743,20.9297,19.9268,19.3861,19.0171,0.983083,12.7453,13,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,97.499,199.995,-102.49700000000001,26.3579,3.1056999999999998e-06,0.023537,2062.0,-0.073489,4.587900000000001e-06,-3.67e-06,26.301,0.774,0.193073,6.21963,-999.0,18.7855,-999.0,30.0,2018-11-08T10:25:30.000,58430.433946759455,0.4429000000000016,17.447196538503093,19.53501600974123,2.235758648421152,1.4568020326623743,0.018121741252183778,-0.004296538503091085
832378,ZTF18acexctx,2458430.9427199,2,676442714015,20.7129,1,676442714015015038,t,38,676,40,563,1463.99,506.189,95.0736098,20.6286992,16.9483,0.0351293,17.0906,16.9475,0.0142,6.52411,18.879,0.023,1.137,-0.025,0.758901,-0.0008,2.32,0.996,506.189,3.7654199999999998,1.12884,0.725,0.69,0.3125,0.297414,1.05072,5,0,0.696667,0.0,17.0,5318,0.955666,16.942999999999998,0.017,95.0752194,20.6297428,20.0202,18.9923,18.4181,18.0858,0.99875,6.53463,2,156,2458430.934375,2458430.9427199,42.5587120056152,0,132750950752146187,132750950753687725,20.3911,19.2778,18.669,18.3083,0.955,10.1535,132750950703046743,20.9297,19.9268,19.3861,19.0171,0.983083,12.2668,13,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,116.26299999999999,268.327,-152.065,26.3703,3.1033e-06,0.02742,2063.0,0.10279400000000001,4.5704e-06,-3.66e-06,26.45,0.775,0.193913,6.5338400000000005,-999.0,18.7855,-999.0,30.0,2018-11-08T10:37:30.999,58430.442291658845,-0.0517000000000003,16.925236455959222,19.53241236149905,2.2357459237926203,1.456714067818685,0.018202808662051977,0.023063544040777373
858646,ZTF18acgnyyf,2458431.8936574,2,677393654015,19.9099,1,677393654015015022,t,22,677,40,563,1486.47,517.428,95.0623547,20.6333063,16.4483,0.03893030000000001,48.5369,16.4553,0.0139,7.57572,21.883000000000003,0.213,1.335,-0.225,-0.533258,0.007045,3.15,0.983,517.428,3.45465,1.0420399999999999,1.045,1.031,0.331746,0.327302,1.01358,0,0,0.78,0.0,17.0,5318,1.0,16.4265,0.0166,95.0605879,20.6319632,-999.0,21.9888,20.5561,19.9028,0.873833,7.9095,1,157,2458431.8936574,2458431.8936574,102.73879241943399,0,132750950605828777,132750950612796486,20.4021,18.9597,17.9186,17.4357,0.994583,12.5863,132760950654853379,20.7456,19.7061,19.1017,18.7667,0.9930709999999999,13.6499,15,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,68.8627,188.55700000000002,-119.694,26.3013,3.3793e-06,0.029049000000000002,2056.0,0.10983699999999999,4.9639e-06,-3.98e-06,26.385,0.775,0.194658,12.5872,-999.0,18.4626,-999.0,30.0,2018-11-09T09:26:51.999,58431.393229159075,-0.5517000000000003,16.899686617679915,19.240483731886588,2.2342960738970548,1.4467820375032148,0.02572767845586307,-0.4513866176799155
865585,ZTF18acgsbol,2458431.9412037004,1,677441204015,20.3473,1,677441204015015011,t,11,677,40,563,1494.47,526.381,95.0611267,20.6335867,17.3886,0.057003,16.171,17.3977,0.0218,12.4091,22.912,0.353,1.146,-0.121,-0.266673,0.009104000000000001,3.02,0.965,526.381,2.9496,1.09768,1.09,1.071,0.360927,0.354636,1.0177399999999999,0,0,0.77,0.0,17.0,5318,1.0,17.3869,0.0266,95.0599373,20.6368952,-999.0,21.9888,20.5561,19.9028,0.873833,6.44072,1,158,2458431.9412037004,2458431.9412037004,75.3081436157227,0,132750950605828777,132760950584642647,-999.0,22.0114,21.0236,20.5493,0.9469700000000001,10.3457,132760950600174976,-999.0,21.8032,21.0765,20.6836,0.869396,12.8814,17,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,38.9761,112.287,-73.3111,26.2906,4.8105e-06,0.025368,2034.0,-0.047320999999999995,7.0897e-06,-5.67e-06,26.255,0.773,0.19653900000000002,13.0896,-999.0,18.4626,-999.0,30.0,2018-11-09T10:35:20.000,58431.44077545964,0.3886000000000003,17.420120648019008,19.22524885089833,2.23422359177141,1.4462864831437747,0.026531414585514654,-0.03152064801900778
887664,ZTF18achcdjn,2458432.8767014,2,678376704015,20.4966,1,678376704015015021,t,21,678,40,563,1555.34,509.876,95.0419302,20.6387999,16.5695,0.0339506,73.9218,16.5992,0.0123,3.13282,19.995,0.025,0.401,-0.028999999999999998,0.733859,0.0297,2.6,0.9890000000000001,509.876,3.8974300000000004,1.0146700000000002,0.726,0.713,0.279231,0.274231,1.01823,1,0,0.77,0.0,17.0,5318,1.0,16.59,0.0147,95.0412851,20.638153600000006,-999.0,22.0569,-999.0,21.1785,0.026738099999999997,1.74794,1,159,2458432.8767014,2458432.8767014,54.5305023193359,0,132760950424757012,132760950412716263,21.2976,20.0415,19.3889,18.999000000000002,0.979542,3.35364,132760950444718758,-999.0,21.6604,21.0625,20.7529,0.937708,10.0399,18,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,163.624,315.095,-151.471,26.3625,3.1797000000000002e-06,0.02792,2054.0,0.10418499999999999,4.6665e-06,-3.74e-06,26.441999999999997,0.775,0.19529200000000002,11.7677,83.2028,18.6739,13.3586,30.0,2018-11-10T09:02:27.001,58432.37627315941,-0.43049999999999855,16.873061907094947,18.930094710178743,2.232797665978995,1.436653648650264,0.03369047507265506,-0.3035619070949451
893358,ZTF18achcvoz,2458432.9218519,1,678421854015,20.7277,1,678421854015015009,t,9,678,40,563,1558.68,509.116,95.0403886,20.6391073,17.0936,0.0392399,29.7239,17.0628,0.0155,4.55159,21.414,0.075,0.68,-0.012,0.23312399999999997,-0.030805000000000003,2.0,0.983,509.116,3.6649300000000005,1.28634,0.7559999999999999,0.7340000000000001,0.37799999999999995,0.36700000000000005,1.02997,1,0,0.86,0.0,17.0,5318,1.0,17.0543,0.0186,95.0412366,20.6381049,21.2976,20.0415,19.3889,18.999000000000002,0.979542,4.69265,1,160,2458432.9218519,2458432.9218519,73.3178405761719,0,132760950412716263,132760950424757012,-999.0,22.0569,-999.0,21.1785,0.026738099999999997,7.035139999999999,132760950391754674,19.9661,18.9308,18.2786,17.9253,0.99025,9.31141,20,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,154.45,249.395,-94.9445,26.3436,3.2982e-06,0.023312,2040.0,-0.066446,4.8577e-06,-3.89e-06,26.293000000000003,0.775,0.194773,9.31102,78.1133,18.6739,13.3586,30.0,2018-11-10T10:07:28.004,58432.4214236592,0.09359999999999857,17.39355096245547,18.91524613587307,2.2327288553950746,1.4361888111937644,0.0347173989175215,-0.2999509624554726
937647,ZTF18achtjqi,2458434.9004398,1,680400434015,20.3669,1,680400434015015005,t,5,680,40,563,1785.43,461.642,94.9720973,20.652296,17.1306,0.0494212,30.4915,17.143,0.017,12.4926,21.811999999999998,0.121,0.9570000000000001,-0.153,-0.40632199999999996,0.012438,3.29,0.9790000000000001,461.642,3.22392,1.04064,1.1079999999999999,1.102,0.336778,0.334954,1.00544,0,0,0.77,0.0,16.9,5318,1.0,17.1052,0.02,94.9734271,20.6490088,-999.0,22.2676,-999.0,-999.0,0.5,7.768339999999999,1,161,2458434.9004398,2458434.9004398,97.1803817749023,0,132780949708595433,132780949716660519,-999.0,22.1833,20.8517,20.0864,0.91875,8.365960000000001,132770949732769383,21.9778,20.6814,19.7889,19.3808,0.949042,12.3883,18,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,55.3401,152.27100000000002,-96.9306,26.3416,4.9681e-06,0.02584,2040.0,-0.05136,7.3391e-06,-5.87e-06,26.302,0.773,0.19472,15.7801,-999.0,17.5115,-999.0,30.0,2018-11-12T09:36:37.999,58434.400011559024,0.23060000000000258,17.339335055556667,18.2639112381387,2.229714401087986,1.4162630400431018,0.05131746615698345,-0.20873505555666583
943745,ZTF18achydfi,2458434.9557407,2,680455744015,19.8189,1,680455744015015016,t,16,680,40,563,1800.22,461.23900000000003,94.9691668,20.652731,16.546,0.0318948,14.7885,16.5641,0.0145,8.26618,17.435,0.013000000000000001,0.612,-0.011000000000000001,-1.02332,0.018073,3.73,0.983,461.23900000000003,3.25483,1.01778,1.27,1.227,0.340483,0.32895399999999997,1.03504,0,0,0.706667,0.0,16.9,5318,1.0,16.5266,0.0173,94.9676446,20.6545682,-999.0,22.2676,-999.0,-999.0,0.5,8.042019999999999,1,162,2458434.9557407,2458434.9557407,80.717658996582,0,132780949708595433,132780949676315972,18.3141,17.51,17.039,16.7826,0.9975,8.26121,132780949716660519,-999.0,22.1833,20.8517,20.0864,0.91875,13.0075,18,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,48.3243,147.468,-99.1434,26.363000000000003,3.4913e-06,0.029401,2037.0,0.110588,5.121000000000001e-06,-4.11e-06,26.448,0.775,0.19530699999999998,8.26185,-999.0,17.3427,-999.0,30.0,2018-11-12T10:56:15.996,58434.45531245928,-0.3539999999999992,16.816056225235513,18.2447106927266,2.229630176796343,1.4157136180444854,0.051984304542826584,-0.2700562252355141
959870,ZTF18acldcjh,2458435.8869792004,2,681386974015,19.7649,1,681386974015015053,t,53,681,40,563,1942.14,437.11,94.9249301,20.6599369,16.646,0.03440719999999999,16.3582,16.6998,0.0145,10.0134,22.675,0.331,0.76,-0.015,-1.26617,0.053804,4.39,0.982,437.11,3.06511,1.03455,1.472,1.409,0.335308,0.320957,1.04471,0,0,0.633333,0.0,16.9,5318,1.0,16.6617,0.0172,94.9262464,20.6624688,21.5702,20.1903,19.4077,18.9675,0.891667,15.1982,1,163,2458435.8869792004,2458435.8869792004,76.5890350341797,0,132790949291000548,132780949208179361,-999.0,22.189,21.1348,20.8987,0.305399,16.8054,132790949214197567,16.9892,16.1641,15.6673,15.3708,0.996875,19.3337,8,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,41.2026,132.485,-91.2821,26.374000000000002,5.7769000000000005e-06,0.034027999999999996,2011.0,0.111875,8.4452e-06,-6.78e-06,26.459,0.775,0.19811900000000002,15.1986,43.3775,19.8912,13.1663,30.0,2018-11-13T09:17:15.003,58435.38655095968,-0.2539999999999978,16.790277397826078,17.92629223111655,2.22821213739343,1.4065597633274751,0.05954664226526205,-0.14427739782607674
1006735,ZTF18acmzloc,2458437.8794676,2,683379464015,20.3142,1,683379464015015011,t,11,683,40,563,2356.89,367.64300000000003,94.8026814,20.6776681,16.9992,0.0318096,33.4922,17.0215,0.0181,10.2368,22.095,0.20800000000000002,0.884,-0.005,0.2506,0.022259,2.59,0.988,367.64300000000003,3.2927,1.1248799999999999,0.85,0.8290000000000001,0.328185,0.320077,1.0253299999999999,0,0,0.83,0.0,16.9,5318,1.0,17.0028,0.022000000000000002,94.803415,20.6748707,-999.0,22.2129,21.250999999999998,20.7917,0.763333,10.2295,1,166,2458437.8794676,2458437.8794676,84.7659454345703,0,132810948037310496,132810948022207273,-999.0,-999.0,20.8536,20.6921,0.5,10.8269,132810948004780540,-999.0,21.7269,20.8667,20.3731,0.929792,11.9579,21,563120240,2458154.667569,2458219.700694,15,t8_f5_c3,83.0289,184.265,-101.236,26.3792,2.7902e-06,0.02725,2047.0,0.10723699999999999,4.1093e-06,-3.29e-06,26.461,0.775,0.193116,13.3507,44.0775,14.8781,12.1548,30.0,2018-11-15T09:06:26.001,58437.379039359286,0.09919999999999973,16.734514846919392,17.21806061723753,2.225179814774896,1.387450570699937,0.07647955879120018,0.26468515308060603
1019851,ZTF18acnastk,2458437.9343171003,1,683434314015,20.5062,1,683434314015015010,t,10,683,40,563,2357.93,367.256,94.7982733,20.6782313,16.9348,0.0401385,11.3539,16.9383,0.0143,12.6355,22.659000000000002,0.297,1.254,-0.008,-0.505181,0.003514,2.64,0.983,367.256,3.56786,1.15572,0.934,0.914,0.353788,0.34621199999999996,1.02188,0,0,0.776667,0.0,16.9,5318,1.0,16.9135,0.0169,94.8001997,20.6751697,-999.0,21.793000000000003,20.941999999999997,20.2863,0.963958,9.27293,1,167,2458437.9343171003,2458437.9343171003,92.6156997680664,0,132810947963952097,132810948004780540,-999.0,21.7269,20.8667,20.3731,0.929792,13.6906,132810947940885608,18.4567,17.5995,17.064,16.7845,1.0,14.6064,18,563120140,2458167.622813,2458380.986817,16,t8_f5_c3,82.741,209.239,-126.49799999999999,26.3598,3.8819e-06,0.023954,2035.0,-0.058388,5.7172e-06,-4.58e-06,26.315,0.774,0.195299,14.6095,29.0948,17.3773,12.1548,30.0,2018-11-15T10:25:24.997,58437.43388885959,0.03480000000000061,17.254683459261276,17.19757041668734,2.2250963762525298,1.3869318162536632,0.0774118792388778,-0.3198834592612769
