2.449627488908036612e+06,1.004756592838957019e+00,1.724022674890058737e-03
2.449627513210630044e+06,1.008109827262744895e+00,1.724022674890058737e-03
2.449627533347063698e+06,1.002642976107854800e+00,1.724022674890058737e-03
2.449627558691196144e+06,9.939330227135327878e-01,1.724022674890058737e-03
2.449627589937385172e+06,9.989236535531662575e-01,1.724022674890058737e-03
2.449627609032277018e+06,1.012147994916898108e+00,1.724022674890058737e-03
2.449627628474349622e+06,1.036493289477526503e+00,1.724022674890058737e-03
2.449627660067716613e+06,1.035261838247651722e+00,1.724022674890058737e-03
2.449627686453385279e+06,9.966446852556687386e-01,1.724022674890058737e-03
2.449627703812377062e+06,9.754053653349535891e-01,1.724022674890058737e-03
2.449627728462144267e+06,9.817688744557360181e-01,1.724022674890058737e-03
2.449627746168316342e+06,9.845431561219426531e-01,1.724022674890058737e-03
2.449627763874487020e+06,9.805821725634980002e-01,1.724022674890058737e-03
2.449627786093995441e+06,9.917052524456055895e-01,1.724022674890058737e-03
2.449627793731951620e+06,9.957713495983511187e-01,1.724022674890058737e-03
2.449630489232704509e+06,1.009954757013264759e+00,1.724022674890058737e-03
2.449630505897296127e+06,1.011267195407673292e+00,1.724022674890058737e-03
2.449630519784454256e+06,1.013961449200260656e+00,1.724022674890058737e-03
2.449630542698265053e+06,1.002627176980927404e+00,1.724022674890058737e-03
2.449630557279781904e+06,1.008666754936631715e+00,1.724022674890058737e-03
2.449630568389508873e+06,1.010615395167236974e+00,1.724022674890058737e-03
2.449630599288434722e+06,9.936792929151724296e-01,1.724022674890058737e-03
2.449630618730455171e+06,9.928266898734262602e-01,1.724022674890058737e-03
2.449630639908370096e+06,1.001785801212994764e+00,1.724022674890058737e-03
2.449630651018096134e+06,1.010834996556048582e+00,1.724022674890058737e-03
2.449630668029863853e+06,1.030047621083719278e+00,1.724022674890058737e-03
2.449630689554956276e+06,1.044378204123223464e+00,1.724022674890058737e-03
2.449630702400576789e+06,1.036894564309916333e+00,1.724022674890058737e-03
2.449630726008741651e+06,1.004072484089071349e+00,1.724022674890058737e-03
2.449630742326150183e+06,9.760288917723374258e-01,1.724022674890058737e-03
2.449633489202477038e+06,9.892811220588424437e-01,1.724022674890058737e-03
2.449633505867027678e+06,9.843196535638301103e-01,1.724022674890058737e-03
2.449633539543304127e+06,1.006321758643351938e+00,1.724022674890058737e-03
2.449633560026812367e+06,1.009248522129158721e+00,1.724022674890058737e-03
2.449633573566757608e+06,1.001626962008754784e+00,1.724022674890058737e-03
2.449633600299471058e+06,1.003149146084886478e+00,1.724022674890058737e-03
2.449633612450704444e+06,1.004519543747701249e+00,1.724022674890058737e-03
2.449633635017280001e+06,9.904116624541108305e-01,1.724022674890058737e-03
2.449633641960842069e+06,9.905273129586621428e-01,1.724022674890058737e-03
2.449633653764895629e+06,9.923210438300981151e-01,1.724022674890058737e-03
2.449633675984292757e+06,9.960988803586917628e-01,1.724022674890058737e-03
2.449633701675469521e+06,1.014855468926724846e+00,1.724022674890058737e-03
2.449633723894864786e+06,1.037440502857834179e+00,1.724022674890058737e-03
2.449633744031193200e+06,1.047796839094091048e+00,1.724022674890058737e-03
2.449633762778806966e+06,1.024211008310748738e+00,1.724022674890058737e-03
2.449636489165204577e+06,9.937088553538940827e-01,1.724022674890058737e-03
2.449636504788185004e+06,9.963362845688479297e-01,1.724022674890058737e-03
2.449636522494229022e+06,9.883766219605129022e-01,1.724022674890058737e-03
2.449636550615593325e+06,9.836704106402326397e-01,1.724022674890058737e-03
2.449636573876473587e+06,9.993742635893529958e-01,1.724022674890058737e-03
2.449636582555907313e+06,1.002301441957482719e+00,1.724022674890058737e-03
2.449636605469610076e+06,1.008979637563445442e+00,1.724022674890058737e-03
2.449636623870007694e+06,1.000947898699761307e+00,1.724022674890058737e-03
2.449636639840163756e+06,9.979491657581467390e-01,1.724022674890058737e-03
2.449636664836929645e+06,9.986929133085656884e-01,1.724022674890058737e-03
2.449636692958290223e+06,9.869186266997284074e-01,1.724022674890058737e-03
2.449636720385296270e+06,9.928729517039087682e-01,1.724022674890058737e-03
2.449636735313919839e+06,1.003785445049236058e+00,1.724022674890058737e-03
2.449636754061492626e+06,1.022907125074280277e+00,1.724022674890058737e-03
2.449636776975193061e+06,1.042812882291265009e+00,1.724022674890058737e-03
2.449639489121538587e+06,9.859956436778006816e-01,1.724022674890058737e-03
2.449639506480369717e+06,9.853152503559543529e-01,1.724022674890058737e-03
2.449639526269438211e+06,9.935871141116677796e-01,1.724022674890058737e-03
2.449639539114973042e+06,9.985079453238625558e-01,1.724022674890058737e-03
2.449639551960509270e+06,9.966625417617630545e-01,1.724022674890058737e-03
2.449639578345932066e+06,9.852384569536837278e-01,1.724022674890058737e-03
2.449639608550298028e+06,9.922865245703110793e-01,1.724022674890058737e-03
2.449639629033717792e+06,1.006404074904697410e+00,1.724022674890058737e-03
2.449639656807846390e+06,1.007376153740167535e+00,1.724022674890058737e-03
2.449639680068678688e+06,1.000306021211978313e+00,1.724022674890058737e-03
2.449639696385978721e+06,1.003396082677627366e+00,1.724022674890058737e-03
2.449639719646810088e+06,9.946574155564140707e-01,1.724022674890058737e-03
2.449639751239879522e+06,9.931109257077446184e-01,1.724022674890058737e-03
2.449639771723296959e+06,9.961247256184332377e-01,1.724022674890058737e-03
2.449639803663542029e+06,1.036193633322737284e+00,1.724022674890058737e-03
2.449642489072079770e+06,9.776516646944851674e-01,1.724022674890058737e-03
2.449642515457455534e+06,9.803732409367850176e-01,1.724022674890058737e-03
2.449642536982367281e+06,9.838617570509730070e-01,1.724022674890058737e-03
2.449642555729870219e+06,9.861177933838883858e-01,1.724022674890058737e-03
2.449642577254781034e+06,9.950637450911041793e-01,1.724022674890058737e-03
2.449642584198301658e+06,1.001223953041697534e+00,1.724022674890058737e-03
2.449642603640156332e+06,9.990928723953759194e-01,1.724022674890058737e-03
2.449642626900946721e+06,9.860364413031919018e-01,1.724022674890058737e-03
2.449642658146784641e+06,9.951541084290957961e-01,1.724022674890058737e-03
2.449642675158406142e+06,1.004779369035647241e+00,1.724022674890058737e-03
2.449642690434148535e+06,1.007302198097959067e+00,1.724022674890058737e-03
2.449642707792947069e+06,1.004640450940162077e+00,1.724022674890058737e-03
2.449642734872671776e+06,1.001706102469432480e+00,1.724022674890058737e-03
2.449642758133459836e+06,9.952923180985109308e-01,1.724022674890058737e-03
2.449642775145081338e+06,9.914145678430260622e-01,1.724022674890058737e-03
2.449645489017379470e+06,1.040933295899681754e+00,1.724022674890058737e-03
2.449645510542256292e+06,1.009220209738619145e+00,1.724022674890058737e-03
2.449645538316288963e+06,9.712790255683499963e-01,1.724022674890058737e-03
2.449645553939182311e+06,9.829453531504771524e-01,1.724022674890058737e-03
2.449645572686655447e+06,9.878874932898141781e-01,1.724022674890058737e-03
2.449645590739776380e+06,9.888598335220294411e-01,1.724022674890058737e-03
2.449645601502214093e+06,9.921468052391863024e-01,1.724022674890058737e-03
2.449645624415791128e+06,1.005309204901301934e+00,1.724022674890058737e-03
2.449645646982192062e+06,1.006343778632553754e+00,1.724022674890058737e-03
2.449645667812714819e+06,9.907448667711404866e-01,1.724022674890058737e-03
2.449645686907361727e+06,9.891381683661066848e-01,1.724022674890058737e-03
2.449645698016973678e+06,9.992829324790357681e-01,1.724022674890058737e-03
2.449645716070094146e+06,1.011451778629412601e+00,1.724022674890058737e-03
2.449645734470389783e+06,1.014878953889841284e+00,1.724022674890058737e-03
2.449645749746106099e+06,1.017597196450151786e+00,1.724022674890058737e-03
