,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,obsdate,magcorr
563,ZTF18abcpzhl,2458291.8125,2,537312502415,20.4302,2,537312502415015016,t,16,537,24,683,896.192,2749.79,274.3287157,32.4852432,18.3899,0.0549876,4.55661,18.3605,0.0684,4.73965,21.85,0.107,0.619,-0.014,-0.287747,-0.02937,1.99,0.984,330.709,2.06966,1.25906,0.752,0.707,0.377889,0.355276,1.06365,1,0,0.803333,1.0,18.7,213273,1.0,18.294,0.0815,274.3297849,32.4842612,-999.0,-999.0,21.0797,20.7154,0.660583,5.19205,1,244,2458291.8125,2458291.8125,35.5556640625,0,146982743298701697,146982743271661426,16.046,15.5257,15.3133,15.222,0.99875,6.52379,146982743320073949,-999.0,22.0239,21.3536,-999.0,0.353145,10.1627,10,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-22T07:30:00.000,-0.3100999999999985
564,ZTF18abcpzpy,2458291.818287,2,537318282415,20.3965,2,537318282415015010,t,10,537,24,683,898.423,2750.89,274.3277625,32.486099,18.3698,0.066741,8.91752,18.1288,0.0511,7.60376,15.473,0.011,0.101,-0.001,-0.0981536,-0.240995,2.37,0.993,329.614,2.26771,1.07616,0.936,0.811,0.394937,0.342194,1.15413,2,0,0.666667,1.0,18.7,213273,1.0,18.3035,0.0814,274.3271437,32.4840248,16.046,15.5257,15.3133,15.222,0.99875,7.7843,1,245,2458291.818287,2458291.818287,36.77903366088871,0,146982743271661426,146982743298701697,-999.0,-999.0,21.0797,20.7154,0.660583,9.41913,146982743320073949,-999.0,22.0239,21.3536,-999.0,0.353145,12.6734,8,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-22T07:38:19.997,-0.33019999999999783
583,ZTF18abcqkec,2458291.8492245,1,537349222415,20.5754,2,537349222415015079,t,79,537,24,683,920.935,2733.64,274.32261889999995,32.4907082,18.9749,0.0888123,3.12204,18.976,0.091,5.87387,18.305,0.014,0.413,-0.012,0.0867841,0.001099,2.22,0.983,346.858,1.59939,1.15665,0.77,0.721,0.346847,0.324775,1.06796,1,0,0.656667,1.0,18.7,213273,1.0,18.9902,0.1166,274.3243976,32.4900183,18.2729,17.5542,17.2611,17.1344,0.999167,5.96839,1,246,2458291.8492245,2458291.8492245,27.6139602661133,0,146982743244088680,146982743190859487,-999.0,-999.0,20.5363,-999.0,0.5,10.5209,146982743191585050,20.2928,20.0069,19.832,19.8021,0.997042,16.9798,6,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-22T08:22:52.997,0.27490000000000236
593,ZTF18abcqxby,2458291.9354051,1,537435402415,20.9875,2,537435402415015102,t,102,537,24,683,971.597,2658.33,274.30849680000006,32.5031834,18.9229,0.0981166,7.29236,18.8857,0.0563,5.76679,21.745,0.097,0.537,-0.011,0.336023,-0.037183,2.15,0.982,422.175,2.10177,1.2502,0.766,0.748,0.356279,0.347907,1.02406,2,0,0.63,1.0,18.7,213273,1.0,18.8053,0.0657,274.30818480000005,32.5015821,21.3188,20.1509,19.3072,18.9231,1.0,5.93619,1,247,2458291.9354051,2458291.9354051,35.213371276855504,0,147002743081642493,147002743096456119,22.105,21.5268,21.1185,20.923,0.120125,6.06634,147002743086387654,21.6571,20.5594,19.94,19.587,0.995833,9.53103,24,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-22T10:26:59.001,0.2228999999999992
693,ZTF18abcsfhh,2458292.7737384,2,538273732415,20.4196,2,538273732415015031,t,31,538,24,683,1325.77,2271.4,274.1844037,32.6227165,18.96,0.0903549,3.89192,19.0251,0.1143,6.76219,21.621,0.097,0.811,0.066,0.359133,0.065109,1.82,0.983,809.097,1.39448,1.31141,0.678,0.641,0.372527,0.352198,1.05772,3,0,0.75,1.0,18.7,213273,0.990028,18.9508,0.1365,274.1828231,32.6240769,-999.0,22.0989,21.3932,21.3634,0.00166667,6.54608,1,248,2458292.7737384,2458292.7737384,22.9902515411377,0,147142741829109420,147142741820536575,-999.0,22.0817,21.3826,20.7867,0.01375,8.0494,147142741855063486,20.1706,19.3652,19.0464,18.9105,0.99625,13.6232,12,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-23T06:34:10.998,0.26000000000000156
706,ZTF18abcsotf,2458292.8096875,2,538309682415,20.2617,2,538309682415015036,t,36,538,24,683,1346.5,2253.65,274.1783856,32.6277328,19.0961,0.0945223,3.88707,18.9395,0.1229,5.93774,22.113,0.22,1.635,0.017,0.4379,-0.156622,2.5,1.0,826.851,1.32217,0.944062,0.744,0.582,0.2976,0.2328,1.27835,3,0,0.453333,1.0,18.7,213273,0.926864,18.9986,0.166,274.17770160000003,32.6293025,-999.0,22.1278,21.4301,20.7838,0.0,6.19948,1,249,2458292.8096875,2458292.8096875,19.6937294006348,0,147152741777615954,147152741806796144,-999.0,22.0205,21.3409,21.1616,0.616583,9.73137,147142741829109420,-999.0,22.0989,21.3932,21.3634,0.00166667,19.1286,7,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-23T07:25:57.000,0.39610000000000056
715,ZTF18abcsuxj,2458292.8290278,2,538329022415,20.4,2,538329022415015012,t,12,538,24,683,1357.53,2247.33,274.1751896,32.6303582,19.0247,0.130848,4.28644,19.0629,0.1163,8.40675,22.113,0.22,1.635,0.017,-0.426511,0.038247,1.92,0.983,833.166,1.33714,1.28778,0.71,0.693,0.369792,0.360938,1.02453,5,0,0.56,1.0,18.7,213273,0.908619,19.0903,0.1523,274.17770160000003,32.6293025,-999.0,22.1278,21.4301,20.7838,0.0,8.40996,1,250,2458292.8290278,2458292.8290278,21.316547393798803,0,147152741777615954,147152741806796144,-999.0,22.0205,21.3409,21.1616,0.616583,17.1173,147162741706341233,19.5614,18.9771,18.7556,18.6743,0.860185,18.6724,6,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-23T07:53:48.002,0.3247
722,ZTF18abctaex,2458292.8531366,1,538353132415,20.372,2,538353132415015047,t,47,538,24,683,1374.4,2233.93,274.17119560000003,32.6336768,19.4885,0.150577,1.78564,19.4097,0.1603,1.90158,19.614,0.02,0.629,-0.011,0.322533,-0.078805,2.57,0.979,846.566,0.962349,0.991448,0.849,0.691,0.33035,0.268872,1.22865,4,0,0.566667,1.0,18.7,213273,0.980089,19.4512,0.2141,274.1705985,32.6338602,19.5614,18.9771,18.7556,18.6743,0.860185,1.83594,1,251,2458292.8531366,2458292.8531366,14.5455989837646,0,147162741706341233,147152741685706880,-999.0,-999.0,-999.0,20.9362,0.092619,14.4587,147162741734255475,13.687,-999.0,12.5221,12.9923,0.5,14.93,7,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-23T08:28:31.002,0.7884999999999991
729,ZTF18abcunvh,2458292.9357176004,1,538435712415,21.02,2,538435712415015095,t,95,538,24,683,1421.9,2155.95,274.1575551,32.6447319,19.4736,0.101486,1.10015,19.6575,0.1077,12.1681,22.876,0.307,0.771,-0.159,0.415891,0.183898,2.24,0.975,924.555,1.36253,1.19577,0.753,0.689,0.336161,0.307589,1.09289,3,0,0.64,1.0,18.7,213273,0.993096,19.6319,0.1335,274.1615615,32.6453134,-999.0,-999.0,21.8579,21.4464,0.679964,5.53331,1,252,2458292.9357176004,2458292.9357176004,25.7191562652588,0,147172741576892436,147172741564781910,22.1849,21.4786,20.581,20.1237,0.981583,7.92831,147172741585910266,22.1509,21.1843,20.5245,20.1781,0.968292,12.5261,15,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-23T10:27:26.001,0.7736000000000018
874,ZTF18abcvtbw,2458293.7743287003,2,539274322415,20.2685,2,539274322415015017,t,17,539,24,683,1775.89,1790.88,274.0322238,32.7552054,18.2504,0.0603912,2.73098,18.3303,0.0685,2.1237,23.059,0.359,0.835,-0.304,0.746421,0.079885,1.8,0.983,1289.62,1.9382,1.35362,0.663,0.636,0.368333,0.353333,1.04245,3,0,0.806667,1.0,18.7,213273,0.979557,18.478,0.0997,274.0328453,32.755500399999995,-999.0,-999.0,21.6176,21.2059,0.698161,8.28132,1,253,2458293.7743287003,2458293.7743287003,39.525390625,0,147302740321239682,147312740335840456,-999.0,20.531,19.7652,19.4016,0.947292,11.4906,147302740279668047,-999.0,-999.0,21.1867,20.5069,0.897589,13.3791,11,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-24T06:35:02.000,-0.4496000000000002
880,ZTF18abcvwjl,2458293.7996296003,2,539299622415,20.1734,2,539299622415015009,t,9,539,24,683,1791.8,1782.56,274.02800410000003,32.758452,18.2658,0.0631727,8.27735,18.2193,0.0632,7.8365,22.779,0.295,0.975,-0.099,0.0257057,-0.04652,2.14,0.984,1280.7,1.95412,1.21588,0.787,0.724,0.367757,0.338318,1.08702,1,0,0.803333,1.0,18.7,213273,1.0,18.1621,0.0764,274.0277843,32.756257500000004,-999.0,-999.0,21.1867,20.5069,0.897589,8.02208,1,254,2458293.7996296003,2458293.7996296003,37.1052742004395,0,147302740279668047,147302740257838818,-999.0,21.8607,21.2876,20.8332,0.897708,8.80008,147312740293374193,19.5887,19.2789,19.2441,19.1296,0.0307083,11.0138,14,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-24T07:11:27.997,-0.4342000000000006
884,ZTF18abcvzzl,2458293.8190856003,2,539319082415,20.3672,2,539319082415015019,t,19,539,24,683,1803.12,1771.63,274.02475710000004,32.7609232,18.2907,0.0557293,8.97155,18.3374,0.0662,11.5895,20.408,0.101,1.756,0.11,-0.0596624,0.046729,1.81,0.984,1269.38,2.02983,1.28159,0.659,0.639,0.364088,0.353039,1.0313,1,0,0.77,1.0,18.7,213273,1.0,18.3068,0.0819,274.02863080000003,32.7610618,19.3572,18.5759,18.2775,18.1356,0.994167,13.7091,1,256,2458293.8190856003,2458293.8190856003,35.9366340637207,0,147312740205185330,147312740293374193,19.5887,19.2789,19.2441,19.1296,0.0307083,13.8604,147302740257838818,-999.0,21.8607,21.2876,20.8332,0.897708,15.2605,19,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-24T07:39:28.996,-0.4092999999999982
891,ZTF18abcwfsz,2458293.8428241,1,539342822415,20.1231,2,539342822415015021,t,21,539,24,683,1820.03,1763.91,274.0207068,32.7639246,18.9664,0.0991447,1.28451,19.0318,0.1371,5.93402,19.455,0.022,0.986,0.006,0.10301,0.065388,2.54,0.983,1252.47,1.09134,1.03486,0.77,0.694,0.30315,0.273228,1.10951,1,0,0.663333,1.0,18.7,213273,1.0,19.0595,0.1797,274.0205059,32.7622675,-999.0,21.6775,21.5971,21.0403,0.638818,5.89245,1,257,2458293.8428241,2458293.8428241,21.2551212310791,0,147312740194828943,147312740205185330,19.3572,18.5759,18.2775,18.1356,0.994167,6.00913,147312740173487693,-999.0,21.8902,21.4749,21.4809,0.952292,10.1157,17,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-24T08:13:40.002,0.26640000000000086
893,ZTF18abcwzdv,2458293.915081,1,539415082415,20.3046,2,539415082415015019,t,19,539,24,683,1863.78,1721.19,274.0086868,32.772862,18.9068,0.0857719,1.52598,18.9013,0.0964,4.75875,23.044,0.36,0.662,-0.289,0.0989063,-0.00548,3.6,0.974,1208.72,1.40327,0.787313,0.878,0.835,0.243889,0.231944,1.0515,0,0,0.606667,1.0,18.7,213273,1.0,18.8395,0.1169,274.0070943,32.7728669,-999.0,-999.0,20.5701,20.2864,0.02375,9.88527,2,259,2458293.915081,2458293.9160185,25.09840965271,0,147322740119397819,147322740111024639,-999.0,-999.0,-999.0,20.4091,0.168387,12.6733,147332740128730397,13.781,13.156,12.876,12.732,0.995,13.7524,8,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-24T09:57:42.998,0.2068000000000012
896,ZTF18abcxbgi,2458293.9236111,1,539423612415,20.3528,2,539423612415015027,t,27,539,24,683,1869.87,1715.07,274.0072695,32.7738863,18.9356,0.0868683,1.4097,18.7696,0.0784,3.66802,23.044,0.36,0.662,-0.289,-0.32788,-0.165981,3.29,0.98,1202.63,1.58317,0.901866,0.979,0.929,0.297568,0.282371,1.05382,2,0,0.59,1.0,18.7,213273,1.0,18.7038,0.094,274.0070943,32.7728669,18.2347,17.1841,16.5391,16.2211,0.984042,11.924,1,260,2458293.9236111,2458293.9236111,25.878404617309602,0,147332740055542866,147322740029407360,18.8485,18.425,18.2738,18.2368,0.987292,14.2839,147322740119397819,-999.0,-999.0,20.5701,20.2864,0.02375,14.7576,10,683120124,2458204.975035,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-24T10:09:59.999,0.23560000000000159
972,ZTF18abcvwjl,2458293.8005556,2,539300552415,20.3177,1,539300552415015011,t,11,539,24,683,1792.44,1781.82,274.0278562,32.7585711,18.2467,0.0593535,9.10068,18.3116,0.0646,8.22295,22.779,0.295,0.975,-0.099,0.193923,0.064885,1.95,0.998,1280.06,2.00613,1.24684,0.657,0.639,0.336923,0.327692,1.02817,2,0,0.82,1.0,18.7,213273,1.0,18.2712,0.0793,274.0277843,32.756257500000004,-999.0,-999.0,21.1867,20.5069,0.897589,8.45782,2,255,2458293.7996296003,2458293.8005556,39.8048820495605,0,147302740279668047,147302740257838818,-999.0,21.8607,21.2876,20.8332,0.897708,8.78527,147312740293374193,19.5887,19.2789,19.2441,19.1296,0.0307083,10.79,14,683120224,2458187.023368,2458222.995949,18,,,,,,,,,,,,,,,,,,,2018-06-24T07:12:48.004,-0.4532999999999987
1024,ZTF18abcwzdv,2458293.9160185,1,539416012415,20.2134,1,539416012415015027,t,27,539,24,683,1864.95,1720.69,274.00849489999996,32.7729406,18.9533,0.101484,1.85748,18.8914,0.0975,4.19412,23.044,0.36,0.662,-0.289,0.132375,-0.061864,3.33,0.861,1207.55,1.32197,0.906243,0.997,0.951,0.299399,0.285586,1.04837,0,0,0.563333,1.0,18.7,213273,1.0,18.9883,0.1364,274.0070943,32.7728669,-999.0,-999.0,20.5701,20.2864,0.02375,10.4816,1,258,2458293.9160185,2458293.9160185,22.5754375457764,0,147322740119397819,147322740111024639,-999.0,-999.0,-999.0,20.4091,0.168387,13.2399,147332740128730397,13.781,13.156,12.876,12.732,0.995,14.14,8,683120124,2458204.9750349997,2458229.997292,15,,,,,,,,,,,,,,,,,,,2018-06-24T09:59:03.998,0.2532999999999994
