,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,obsdate,magcorr
197,ZTF18abcigtn,2458289.7351273,2,535235123615,20.1298,2,535235123615015010,t,10,535,36,720,2365.68,2907.92,228.2191251,41.5354409,17.3338,0.0424936,12.3293,17.3284,0.0268,8.20487,22.821,0.346,1.196,-0.094,0.0516908,-0.005379,3.25,0.976,172.579,2.80136,0.914274,1.031,0.939,0.317231,0.288923,1.09798,0,0,0.72,1.0,17.6,138847,1.0,17.2954,0.0324,228.2196914,41.5331686,-999.0,-999.0,21.7322,21.7208,0.5,17.4201,1,283,2458289.7351273,2458289.7351273,56.76810455322271,0,157842282136730123,157842282123862921,15.7179,15.2676,15.0934,15.0375,0.99875,18.3416,157832282210676859,-999.0,21.4412,20.5482,20.1433,0.99875,19.4975,3,720120236,2458155.0562380003,2458217.953958,21,,,,,,,,,,,,,,,,,,,2018-06-20T05:38:34.999,-0.2662000000000013
202,ZTF18abcilmr,2458289.7543634,2,535254363615,20.3274,2,535254363615015013,t,13,535,36,720,2342.2,2914.56,228.2294299,41.5326475,17.3099,0.0487076,40.4359,17.3277,0.0261,12.5221,22.581,0.271,1.137,-0.337,0.0108729,0.017821,2.29,0.984,165.937,2.99974,1.10833,0.77,0.739,0.336245,0.322707,1.04195,1,0,0.776667,1.0,17.6,138847,1.0,17.32,0.0323,228.2299816,41.5291467,21.6072,21.6916,21.3822,20.9006,0.554708,17.9112,1,274,2458289.7543634,2458289.7543634,61.6069488525391,0,157832282328344617,157832282210676859,-999.0,21.4412,20.5482,20.1433,0.99875,24.0085,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,720120236,2458155.0562380003,2458217.953958,21,,,,,,,,,,,,,,,,,,,2018-06-20T06:06:16.998,-0.29010000000000247
226,ZTF18abciuih,2458289.8619213,1,535361923615,20.4119,2,535361923615015018,t,18,535,36,720,2193.73,2936.02,228.2877025,41.51613029999999,18.0455,0.0700075,4.79885,18.058,0.0394,11.7502,22.846,0.359,1.068,-0.563,-0.169109,0.01247,2.44,0.983,144.479,2.35387,1.2368,0.872,0.851,0.357377,0.34877,1.02468,2,0,0.726667,1.0,17.6,138847,1.0,18.0356,0.0484,228.28979980000003,41.5132212,22.2197,21.7472,21.2786,20.7782,0.00291667,18.0849,1,192,2458289.8619213,2458289.8619213,51.0382308959961,0,157812282941828315,157812282902252878,17.5954,17.0425,16.8389,16.7543,0.995833,22.4325,157812282798072861,-999.0,21.4268,21.0823,20.4929,0.0575833,29.9959,3,720120136,2458166.99081,2458204.960232,16,,,,,,,,,,,,,,,,,,,2018-06-20T08:41:10.000,0.4454999999999991
369,ZTF18abclbqj,2458290.7289583,1,536228953915,20.2643,2,536228953915015003,t,3,536,39,720,838.501,368.854,228.78782200000003,41.3890413,18.1308,0.0759097,10.3102,18.0703,0.0527,10.2158,23.039,0.338,0.711,0.168,-0.44208,-0.060485,2.29,1.0,368.854,2.19403,1.10507,0.833,0.763,0.363755,0.333188,1.09174,1,0,0.76,1.0,17.6,138847,1.0,18.0425,0.0651,228.7874142,41.3861825,20.2745,19.9003,19.4248,19.3667,0.543524,15.7977,1,367,2458290.7289583,2458290.7289583,40.4616241455078,0,157672287828360163,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,720120139,2458166.99081,2458204.960232,16,,,,,,,,,,,,,,,,,,,2018-06-21T05:29:41.997,0.5307999999999993
373,ZTF18abclgpy,2458290.7500116,1,536250013915,20.2551,2,536250013915015005,t,5,536,39,720,809.583,379.798,228.7990411,41.3857791,18.2122,0.0781132,7.01191,18.2944,0.0644,9.62883,22.855,0.276,0.583,-0.29,0.280098,0.082168,2.18,1.0,379.798,1.96067,1.16995,0.74,0.695,0.33945,0.318807,1.06475,2,0,0.746667,1.0,17.6,138847,0.997884,18.2663,0.0798,228.7992961,41.3830775,-999.0,-999.0,21.2304,20.3192,0.00875,17.1934,1,368,2458290.7500116,2458290.7500116,39.0140228271484,0,157662288055424285,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,720120139,2458166.99081,2458204.960232,16,,,,,,,,,,,,,,,,,,,2018-06-21T06:00:01.002,0.6121999999999979
375,ZTF18abclhgc,2458290.7565394,2,536256533915,20.2152,2,536256533915015001,t,1,536,39,720,803.54,387.853,228.8024957,41.3847419,17.5354,0.0558358,20.257,17.6,0.0361,9.21226,22.901,0.333,0.513,-0.013,0.536106,0.064642,2.44,0.997,387.853,2.61523,1.04122,0.793,0.722,0.325,0.295902,1.09834,1,0,0.86,1.0,17.6,138847,1.0,17.5763,0.0445,228.80406180000003,41.3824326,-999.0,-999.0,21.2304,20.3192,0.00875,9.80347,1,369,2458290.7565394,2458290.7565394,47.5404281616211,0,157662288055424285,157662288129870300,22.2402,21.7245,-999.0,-999.0,0.00291667,29.0798,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,720120239,2458160.973704,2458217.93191,16,,,,,,,,,,,,,,,,,,,2018-06-21T06:09:25.004,-0.06460000000000221
390,ZTF18abcmuni,2458290.8414931,2,536341493915,20.3708,2,536341493915015006,t,6,536,39,720,685.823,402.512,228.8481012,41.3708774,17.2966,0.0420261,50.3747,17.2797,0.0255,12.0839,22.891,0.33,0.576,-0.28,0.61993,-0.016934,2.14,0.984,402.512,3.09112,1.11531,0.692,0.676,0.323364,0.315888,1.02367,0,0,0.846667,1.0,17.6,138847,1.0,17.2749,0.0316,228.8447643,41.3685789,-999.0,21.9879,21.3891,-999.0,0.00316667,20.8284,1,370,2458290.8414931,2458290.8414931,72.3936309814453,0,157642288409512947,157642288572284897,21.4969,20.2521,19.7121,19.3941,0.952409,24.682,157652288500454166,-999.0,-999.0,21.1834,20.6253,0.0655417,26.2571,4,720120239,2458160.973704,2458217.93191,16,,,,,,,,,,,,,,,,,,,2018-06-21T08:11:45.004,-0.3033999999999999
523,ZTF18abcpnez,2458291.7433681,2,537243363415,20.2179,2,537243363415015006,t,6,537,34,720,2824.04,872.5,229.3634677,41.22887070000001,17.4609,0.0500846,33.4782,17.4114,0.0312,7.34466,21.274,0.079,0.431,0.026,-0.193726,-0.049464,1.9,0.983,248.459,2.80648,1.30134,0.744,0.732,0.391579,0.385263,1.01639,1,0,0.87,1.0,17.6,138847,1.0,17.3986,0.0389,229.36185530000003,41.2272017,-999.0,-999.0,21.2576,20.9851,0.00125,4.88316,1,367,2458291.7433681,2458291.7433681,51.193817138671896,0,157472293641943840,157472293617053143,21.4222,21.1288,21.0119,20.7321,0.163917,8.01143,157472293607560967,22.3119,21.4889,20.5651,20.2968,0.269979,14.7447,9,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-22T05:50:27.004,-0.13910000000000267
527,ZTF18abcpovx,2458291.7588889,2,537258883415,20.0931,2,537258883415015005,t,5,537,34,720,2803.75,875.908,229.3716879,41.2262588,17.371,0.0530517,8.65801,17.3986,0.0319,9.20303,22.481,0.348,1.14,-0.282,0.0591282,0.027641,2.28,0.983,268.745,2.69446,1.17376,0.804,0.773,0.352632,0.339035,1.0401,0,0,0.86,1.0,17.6,138847,1.0,17.3671,0.0391,229.3705329,41.2286968,21.8145,-999.0,21.4166,-999.0,0.5,1.4773,1,368,2458291.7588889,2458291.7588889,60.616973876953104,0,157472293722322335,157472293713226961,-999.0,21.8682,21.4622,21.5708,0.0513333,14.4694,157472293776021884,19.567,19.1851,19.0656,19.0147,0.993417,15.8664,7,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-22T06:12:48.001,-0.22900000000000276
539,ZTF18abcprff,2458291.7761458,2,537276143415,20.181,2,537276143415015004,t,4,537,34,720,2779.05,877.328,229.3808215,41.2233233,17.299,0.0465085,9.62939,17.317,0.0292,6.60351,22.499,0.335,1.048,-0.607,-0.374174,0.018012,2.06,0.984,293.447,2.864,1.21994,0.756,0.73,0.36699,0.354369,1.03562,3,0,0.836667,1.0,17.7,138847,0.995516,17.2927,0.036,229.37836940000003,41.22353579999999,22.0096,21.6901,21.3321,20.9815,0.0307917,8.15451,1,370,2458291.7761458,2458291.7761458,50.45060729980471,0,157462293803866050,157472293776021884,19.567,19.1851,19.0656,19.0147,0.993417,13.1861,157462293877523251,-999.0,-999.0,21.6342,21.4966,0.773048,24.7311,5,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-22T06:37:38.997,-0.4009999999999998
613,ZTF18abcpovx,2458291.7598264,2,537259823415,20.2347,1,537259823415015004,t,4,537,34,720,2801.96,876.019,229.3721739,41.2261041,17.4093,0.0452123,3.22604,17.4057,0.0309,10.2199,22.481,0.348,1.14,-0.282,-0.0635484,-0.00363,1.95,0.984,270.537,2.82899,1.25877,0.742,0.725,0.380513,0.371795,1.02345,2,0,0.856667,1.0,17.6,138847,1.0,17.3917,0.0384,229.3705329,41.2286968,21.8145,-999.0,21.4166,-999.0,0.5,1.03726,2,369,2458291.7588889,2458291.7598264,52.3455123901367,0,157472293722322335,157472293776021884,19.567,19.1851,19.0656,19.0147,0.993417,14.5315,157472293713226961,-999.0,21.8682,21.4622,21.5708,0.0513333,15.1661,6,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-22T06:14:09.001,-0.19069999999999965
678,ZTF18abcrvhu,2458292.70625,1,538206253415,20.217,2,538206253415015015,t,15,538,34,720,1346.1,1401.76,229.9081392,41.06725170000001,18.1411,0.0724131,6.11768,18.2064,0.0666,18.2594,22.979,0.329,0.491,-0.14,0.538471,0.065253,1.59,0.985,1346.1,2.01057,1.47255,0.606,0.584,0.381132,0.367296,1.03767,3,0,0.763333,1.0,17.7,138847,1.0,18.1994,0.0843,229.90663,41.0722596,-999.0,21.6536,21.216,20.9602,0.0,9.96441,1,371,2458292.70625,2458292.70625,36.909538269043004,0,157282299106203876,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,720120134,2458166.99081,2458204.960232,17,,,,,,,,,,,,,,,,,,,2018-06-23T04:57:00.000,0.44110000000000227
680,ZTF18abcrydx,2458292.7245602,1,538224563415,20.0229,2,538224563415015015,t,15,538,34,720,1317.52,1407.38,229.9177894,41.06404600000001,18.0331,0.0926439,6.98249,18.023,0.0587,25.4048,23.072,0.346,0.666,-0.425,-0.398933,-0.01008,2.76,0.981,1317.52,1.99987,0.972187,0.884,0.865,0.32029,0.313406,1.02197,1,0,0.73,1.0,17.7,138847,1.0,17.9608,0.0707,229.9243247,41.0588716,-999.0,21.6536,21.216,20.9602,0.0,27.3568,1,372,2458292.7245602,2458292.7245602,33.9682579040527,0,157282299106203876,157262299226929357,-999.0,-999.0,-999.0,21.0654,0.082375,28.0379,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,720120134,2458166.99081,2458204.960232,17,,,,,,,,,,,,,,,,,,,2018-06-23T05:23:22.001,0.33310000000000173
685,ZTF18abcscwh,2458292.7552315,2,538255233415,20.2702,2,538255233415015009,t,9,538,34,720,1280.63,1428.79,229.93387880000003,41.0586427,17.3009,0.0420942,30.9359,17.3025,0.0286,9.20973,22.905,0.338,0.427,-0.269,-0.197896,0.001591,2.34,1.0,1280.63,2.96771,0.999423,0.684,0.664,0.292308,0.283761,1.03012,1,0,0.843333,1.0,17.7,138847,1.0,17.3246,0.0367,229.9318633,41.0565483,-999.0,21.6813,21.3324,20.7697,0.00142857,16.4932,1,374,2458292.7552315,2458292.7552315,71.8127517700195,0,157262299371926427,157262299300845910,21.0867,20.5105,20.1901,19.9459,0.00291667,18.2292,157262299364005325,20.0105,19.9076,19.6236,19.5706,0.99625,18.3646,7,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-23T06:07:32.002,-0.3991000000000007
687,ZTF18abcsbwy,2458292.7495255,2,538249523415,20.2442,2,538249523415015009,t,9,538,34,720,1288.84,1423.18,229.9308733,41.059669,17.2661,0.0557189,12.4199,17.2968,0.0287,11.2583,22.73,0.271,0.426,-0.007,-0.0290949,0.030656,1.8,0.984,1288.84,2.94738,1.32009,0.676,0.641,0.375556,0.356111,1.0546,5,0,0.82,1.0,17.7,138847,0.97697,17.261,0.0349,229.9292284,41.0625825,21.0057,20.9502,-999.0,-999.0,0.5,10.7739,1,373,2458292.7495255,2458292.7495255,49.0317459106445,0,157272299290985349,157272299338207339,19.7303,18.5083,17.5382,17.098,0.989345,17.2935,157262299300845910,21.0867,20.5105,20.1901,19.9459,0.00291667,18.9726,8,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-23T05:59:19.003,-0.43389999999999773
700,ZTF18abcsirw,2458292.7860301,2,538286033415,20.2464,2,538286033415015013,t,13,538,34,720,1236.34,1430.8,229.9501403,41.0530862,17.432,0.0540842,22.62,17.4792,0.034,8.55213,20.348,0.044,0.677,0.018,-0.321091,0.047185,1.85,0.986,1236.34,2.76717,1.26705,0.653,0.643,0.352973,0.347568,1.01555,3,0,0.84,1.0,17.7,138847,0.993416,17.4784,0.0429,229.95332510000003,41.0532199,-999.0,-999.0,21.1768,20.7127,0.0114583,8.65843,1,375,2458292.7860301,2458292.7860301,60.21630859375,0,157262299530725355,157262299533024481,20.7799,20.4743,20.3406,20.2989,0.874833,8.75116,157262299441192990,21.3638,20.8636,20.7141,20.4797,0.937494,16.4707,6,720120234,2458155.0562380003,2458217.93191,15,,,,,,,,,,,,,,,,,,,2018-06-23T06:51:53.001,-0.2680000000000007
718,ZTF18abcswsg,2458292.8390278,1,538339023415,19.9249,2,538339023415015011,t,11,538,34,720,1162.8,1448.77,229.9783497,41.043241,18.2103,0.0769283,6.53599,18.1545,0.0775,4.4707,15.708,0.015,0.821,-0.035,-0.203837,-0.055843,2.74,0.984,1162.8,1.77036,0.987836,1.115,0.976,0.406934,0.356204,1.14242,0,0,0.646667,1.0,17.7,138847,1.0,18.0939,0.0915,229.978825,41.04203629999999,-999.0,-999.0,21.9218,21.3344,0.5,3.95065,1,376,2458292.8390278,2458292.8390278,24.788808822631804,0,157252299768772803,157252299787831038,15.7049,15.238,15.0798,15.0159,0.994167,4.62432,157242299844539908,-999.0,21.281,20.732,-999.0,0.5,18.1766,5,720120134,2458166.99081,2458204.960232,17,,,,,,,,,,,,,,,,,,,2018-06-23T08:08:12.002,0.5103000000000009
1059,ZTF18abcyagz,2458294.6960995,1,540196094615,20.0459,2,540196094615015016,t,16,540,46,721,1718.69,2636.79,231.0205941,40.7044409,18.1962,0.0739822,4.6196,18.2117,0.0775,17.3082,23.112,0.325,0.522,-0.154,-0.0814292,0.015548,1.85,0.993,443.705,1.83422,1.26996,0.688,0.645,0.371892,0.348649,1.06667,3,0,0.81,1.0,17.7,138847,0.99523,18.1174,0.0908,231.02635,40.7066031,22.1059,21.3969,20.9473,21.0854,0.5,18.2421,1,772,2458294.6960995,2458294.6960995,33.739803314209,0,156842310181640436,156842310180660111,22.1946,21.5552,21.2662,21.087,0.0,18.9076,156842310283780347,20.5286,19.5759,19.1114,18.9714,0.0,27.0703,3,721120146,2458166.988831,2458206.004502,17,,,,,,,,,,,,,,,,,,,2018-06-25T04:42:22.997,0.49620000000000175
1061,ZTF18abcybqh,2458294.7017014,1,540201703515,20.049,2,540201703515015008,t,8,540,35,720,1360.92,2588.5,231.0234876,40.7033791,18.2112,0.0663795,8.70508,18.1379,0.0726,5.01913,22.88,0.301,0.583,-0.24,0.0271801,-0.073287,1.79,0.984,491.998,1.91111,1.30802,0.74,0.726,0.413408,0.405587,1.01928,0,0,0.766667,1.0,17.7,138847,1.0,18.0714,0.0872,231.0216397,40.7035381,20.5286,19.5759,19.1114,18.9714,0.0,18.609,1,773,2458294.7017014,2458294.7017014,30.701635360717802,0,156842310283780347,156842310181640436,22.1059,21.3969,20.9473,21.0854,0.5,19.7624,156842310180660111,22.1946,21.5552,21.2662,21.087,0.0,20.392,3,720120135,2458166.99081,2458204.960232,17,,,,,,,,,,,,,,,,,,,2018-06-25T04:50:27.001,0.5112000000000023
