,objectId,jd,fid,pid,diffmaglim,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,decl,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,ssdistnr,ssmagnr,ssnamenr,sumrat,magapbig,sigmagapbig,ranr,decnr,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,jdendhist,scorr,tooflag,objectidps1,objectidps2,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,objectidps3,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,rfid,jdstartref,jdendref,nframesref,rbversion,dsnrms,ssnrms,dsdiff,magzpsci,magzpsciunc,magzpscirms,nmatches,clrcoeff,clrcounc,zpclrcov,zpmed,clrmed,clrrms,neargaia,neargaiabright,maggaia,maggaiabright,obsdate,magcorr
418,ZTF18abcootf,2458290.9075463,1,536407542415,20.9667,2,536407542415015124,t,124,536,24,726,799.982,2970.97,278.04206800000003,39.6304935,19.6889,0.102656,0.769354,19.7466,0.1237,6.76197,20.36,0.041,1.355,-0.071,0.48616,0.057746,2.0,0.964,109.53,1.22005,1.3298,0.731,0.689,0.3655,0.3445,1.06096,2,0,0.606667,1.0,19.1,435246,1.0,19.7061,0.1516,278.0398927,39.6295854,-999.0,21.8745,20.8211,20.4043,0.858131,5.45477,1,154,2458290.9075463,2458290.9075463,21.0847072601318,0,155552780400867360,155552780437358859,21.7437,20.759,19.7226,19.2736,0.964452,6.75414,155552780398816081,20.2321,19.0922,18.3733,18.0279,0.996583,6.95213,18,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-21T09:46:52.000,0.5888999999999989
421,ZTF18abcowgo,2458290.9347917004,1,536434792415,20.7335,2,536434792415015059,t,59,536,24,726,809.836,2906.68,278.0387257,39.6446014,19.6697,0.12263,1.28829,19.7446,0.1363,9.80929,22.173,0.164,1.131,0.041,0.276165,0.074916,2.95,0.951,173.816,0.988851,0.997114,0.907,0.828,0.307458,0.280678,1.09541,1,0,0.49,1.0,19.1,435246,1.0,19.8086,0.1842,278.0375577,39.6472109,21.7635,20.6371,19.7644,19.3535,0.890083,10.2333,1,216,2458290.9347917004,2458290.9347917004,18.074537277221697,0,155572780374617373,155572780413117673,21.7301,21.3365,19.7558,19.0288,0.907208,12.6822,155582780377210812,-999.0,-999.0,21.7397,-999.0,0.311732,20.1086,12,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-21T10:26:06.003,0.5696999999999974
424,ZTF18abcphaq,2458290.9587384,1,536458732415,20.8411,2,536458732415015091,t,91,536,24,726,819.253,2853.71,278.0357191,39.6569569,19.75,0.128858,1.75544,19.6302,0.126,4.86166,23.086,0.349,0.989,-0.008,0.369828,-0.119779,2.49,0.973,226.79,1.21088,1.04497,0.764,0.685,0.306827,0.2751,1.11533,4,0,0.526667,1.0,19.1,435246,0.991795,19.5623,0.1509,278.0371332,39.6561304,21.9589,21.4267,20.0533,19.403,0.98175,4.82133,1,225,2458290.9587384,2458290.9587384,18.0146732330322,0,155582780370497925,155582780331056426,20.1711,19.9757,19.8776,19.7909,0.985018,10.5821,155582780312909605,21.8925,20.7647,19.3867,18.7913,0.99875,12.4294,13,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-21T11:00:34.998,0.6499999999999986
505,ZTF18abcoqcg,2458290.9084837995,1,536408482415,20.8813,1,536408482415015101,t,101,536,24,726,800.698,2968.65,278.04193480000004,39.630999200000005,19.7577,0.13622,2.71778,19.7766,0.1381,5.81527,21.944,0.104,0.651,-0.014,0.560968,0.018887,2.5,0.996,111.851,1.10469,1.05046,0.775,0.705,0.31,0.282,1.09929,4,0,0.486667,1.0,19.1,435246,1.0,19.727,0.1683,278.0436872,39.6319275,-999.0,21.8745,20.8211,20.4043,0.858131,5.23745,1,159,2458290.9084837995,2458290.9084837995,18.6918258666992,0,155552780400867360,155552780437358859,21.7437,20.759,19.7226,19.2736,0.964452,5.87798,155552780398816081,20.2321,19.0922,18.3733,18.0279,0.996583,7.71722,19,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-21T09:48:13.000,0.6576999999999984
546,ZTF18abcpueh,2458291.7893287004,2,537289322415,20.4497,2,537289322415015027,t,27,537,24,726,1018.48,1317.49,277.95448430000005,40.086491,19.0412,0.126304,7.34883,19.0231,0.1089,7.05755,21.488,0.071,0.366,0.026,0.571386,-0.018071,2.11,1.0,1018.48,1.42663,1.15475,0.695,0.611,0.329384,0.289573,1.13748,4,0,0.64,1.0,19.1,435246,1.0,19.0519,0.1428,277.9566333,40.0853779,-999.0,21.5135,20.9538,20.6667,0.97,7.14588,1,230,2458291.7893287004,2458291.7893287004,21.3429355621338,0,156102779566533123,156102779495774060,21.1811,19.9416,19.2939,18.987,0.947345,13.6278,156102779588287321,-999.0,-999.0,21.222,20.5236,0.936548,14.7728,11,726120224,2458158.9903240004,2458227.005937,19,,,,,,,,,,,,,,,,,,,2018-06-22T06:56:38.000,-0.05880000000000152
571,ZTF18abcpzcs,2458291.8110185,2,537311012415,20.4909,2,537311012415015024,t,24,537,24,726,1026.0,1280.05,277.9516646,40.0976518,18.9917,0.0858711,1.02567,18.9756,0.1004,17.7709,22.749,0.311,0.875,-0.384,0.440156,-0.016129,1.95,0.983,1026.0,1.51527,1.25083,0.732,0.662,0.375385,0.339487,1.10574,5,0,0.706667,1.0,19.1,435246,0.990559,18.9746,0.1281,277.9471069,40.1012328,-999.0,-999.0,21.4621,-999.0,0.5,15.6332,1,231,2458291.8110185,2458291.8110185,24.766664505004893,0,156112779531282813,156122779545663170,16.8642,16.3159,16.1167,16.0408,0.995792,18.0397,156122779471612624,-999.0,-999.0,21.6027,21.2121,0.0354167,19.1997,10,726120224,2458158.9903240004,2458227.005937,19,,,,,,,,,,,,,,,,,,,2018-06-22T07:27:51.998,-0.10829999999999984
573,ZTF18abcqcom,2458291.822419,2,537322412415,20.501,2,537322412415015023,t,23,537,24,726,1029.85,1264.43,277.95016630000003,40.1034736,18.9042,0.0869666,3.84149,18.9549,0.0971,11.25,20.198,0.033,0.564,-0.026,0.247847,0.05075,1.91,0.983,1029.85,1.54606,1.28513,0.718,0.693,0.375916,0.362827,1.03607,5,0,0.683333,1.0,19.1,435246,0.943977,18.9574,0.1241,277.9542898,40.1037436,-999.0,-999.0,21.6027,21.2121,0.0354167,10.6152,1,232,2458291.822419,2458291.822419,24.7517910003662,0,156122779471612624,156122779542845115,21.1831,20.3016,19.9042,19.6994,0.864979,11.3656,156122779545663170,16.8642,16.3159,16.1167,16.0408,0.995792,13.0773,9,726120224,2458158.9903240004,2458227.005937,19,,,,,,,,,,,,,,,,,,,2018-06-22T07:44:17.002,-0.19580000000000197
580,ZTF18abcqife,2458291.8449884,1,537344982415,20.5558,2,537344982415015026,t,26,537,24,726,1044.15,1222.86,277.9471811,40.1149436,19.8026,0.124938,1.53637,19.9378,0.2177,17.5544,23.119,0.311,0.731,-0.08,-0.044334,0.135225,2.97,0.934,1044.15,0.617975,0.857084,0.737,0.707,0.248148,0.238047,1.04243,5,0,0.41,1.0,19.1,435246,0.991863,19.579,0.2007,277.9526165,40.1176075,-999.0,21.5868,21.0322,20.6289,0.850833,18.3379,1,233,2458291.8449884,2458291.8449884,13.9447565078735,0,156132779449522873,156142779556301501,20.8007,20.3032,20.1062,20.0088,0.96694,24.792,156142779495256545,22.0448,22.1317,21.5633,-999.0,0.00125,24.9197,6,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-22T08:16:46.998,0.7026000000000003
592,ZTF18abcqxbt,2458291.9335185,1,537433512415,20.951,2,537433512415015060,t,60,537,24,726,1082.82,1036.21,277.9356232,40.159728,19.6907,0.122287,1.19779,19.6658,0.1194,4.12869,19.796,0.021,0.506,0.015,0.056551,-0.024873,2.15,0.971,1036.21,1.28516,1.20116,0.74,0.688,0.344186,0.32,1.07558,4,0,0.606667,1.0,19.1,435246,0.978451,19.5501,0.1363,277.9365794,40.158823100000006,19.702,18.6563,18.2084,17.9996,0.99875,4.22378,1,234,2458291.9335185,2458291.9335185,21.2481918334961,0,156192779365761244,156192779366610348,-999.0,-999.0,21.3118,-999.0,0.5,6.57787,156192779397920175,21.1341,20.2936,19.8927,19.7128,0.910851,13.1082,11,726120124,2458203.9007180003,2458231.990764,19,,,,,,,,,,,,,,,,,,,2018-06-22T10:24:15.998,0.5906999999999982
876,ZTF18abcvtdw,2458293.7752431,2,539275244315,20.2032,2,539275244315015012,t,12,539,43,726,1590.31,1550.11,277.7399434,41.0707622,19.1014,0.0966466,1.79092,18.9695,0.1239,3.47253,19.394,0.022,0.706,0.013,0.542076,-0.131872,2.14,0.983,1482.19,1.23366,1.19874,0.74,0.711,0.345794,0.332243,1.04079,5,0,0.666667,1.0,19.1,435246,0.978192,18.9563,0.1562,277.7386574,41.0708726,19.8671,19.4233,19.2233,19.1655,0.965696,3.47578,1,233,2458293.7752431,2458293.7752431,17.9316291809082,0,157282777386705650,157282777401593826,21.9263,21.1385,19.7681,19.1316,0.946292,5.21436,157282777371213063,-999.0,-999.0,20.3171,19.3958,0.895375,10.6354,18,726120243,2458156.065567,2458227.005937,18,,,,,,,,,,,,,,,,,,,2018-06-24T06:36:21.004,0.00140000000000029
885,ZTF18abcwbwr,2458293.8290972,2,539329094315,20.3862,2,539329094315015003,t,3,539,43,726,1613.26,1458.28,277.732506,41.0967699,19.0019,0.0863145,2.14514,18.8246,0.1006,1.81225,20.349,0.114,3.691,0.275,0.331546,-0.177267,1.92,0.983,1458.28,1.56163,1.25272,0.797,0.739,0.415104,0.384896,1.07848,3,0,0.673333,1.0,19.1,435246,0.991573,18.7238,0.1169,277.732818,41.0963179,-999.0,20.832,19.955,19.5124,0.657809,16.2284,1,235,2458293.8290972,2458293.8290972,18.7446880340576,0,157312777370183153,157312777389995381,20.9544,20.8439,20.0023,19.5805,0.542423,18.1753,157312777273091793,22.2213,-999.0,21.2053,20.7062,0.5,20.0648,7,726120243,2458156.065567,2458227.005937,18,,,,,,,,,,,,,,,,,,,2018-06-24T07:53:53.998,-0.0981000000000023
897,ZTF18abcxbiu,2458293.9250116,1,539425014315,20.5929,2,539425014315015009,t,9,539,43,726,1661.41,1291.02,277.7192082,41.1424799,19.7011,0.130756,1.31429,19.87,0.1849,20.5162,22.627,0.274,1.287,-0.26,-0.0974077,0.168871,2.33,0.974,1291.02,0.722906,1.17461,0.768,0.708,0.329614,0.303863,1.08475,2,0,0.496667,1.0,19.1,435246,1.0,19.7409,0.2103,277.7185047,41.1367311,-999.0,21.8429,20.8829,20.1545,0.974693,4.566,1,238,2458293.9250116,2458293.9250116,15.701283454895,0,157372777197080262,157372777248595733,-999.0,21.7398,21.3455,20.8541,0.79569,19.9128,157372777147017855,-999.0,21.9155,21.4662,20.9111,0.0372083,22.7056,6,726120143,2458203.9007180003,2458231.990764,20,,,,,,,,,,,,,,,,,,,2018-06-24T10:12:01.002,0.6010999999999989
987,ZTF18abcwcjm,2458293.8300231,2,539330024315,20.2562,1,539330024315015007,t,7,539,43,726,1614.17,1457.46,277.7323053,41.0972115,18.9401,0.0897077,1.87132,18.8262,0.1059,3.24673,21.223,0.083,0.815,0.131,1.2469,-0.113923,2.56,0.983,1457.46,1.43003,1.00208,0.884,0.805,0.345313,0.314453,1.09814,3,0,0.713333,1.0,19.1,435246,0.989158,18.8545,0.1388,277.73191860000003,41.098077,-999.0,20.832,19.955,19.5124,0.657809,17.7023,1,236,2458293.8300231,2458293.8300231,20.0623931884766,0,157312777370183153,157312777389995381,20.9544,20.8439,20.0023,19.5805,0.542423,19.1227,157312777273091793,22.2213,-999.0,21.2053,20.7062,0.5,20.8794,7,726120243,2458156.065567,2458227.005937,18,,,,,,,,,,,,,,,,,,,2018-06-24T07:55:13.996,-0.15990000000000038
1028,ZTF18abcxbba,2458293.9240625,1,539424064315,20.4206,1,539424064315015010,t,10,539,43,726,1661.38,1293.49,277.71929950000003,41.1419626,19.6682,0.163356,1.94164,19.4625,0.1378,18.7047,22.627,0.274,1.287,-0.26,-0.479041,-0.205653,3.3,0.983,1293.49,0.958055,0.898487,1.044,0.884,0.316364,0.267879,1.181,4,0,0.35,1.0,19.1,435246,0.946707,19.4414,0.1728,277.7185047,41.1367311,-999.0,21.8429,20.8829,20.1545,0.974693,2.75082,1,237,2458293.9240625,2458293.9240625,14.2543535232544,0,157372777197080262,157372777248595733,-999.0,21.7398,21.3455,20.8541,0.79569,20.9443,157372777147017855,-999.0,21.9155,21.4662,20.9111,0.0372083,24.411,6,726120143,2458203.9007180003,2458231.990764,20,,,,,,,,,,,,,,,,,,,2018-06-24T10:10:39.000,0.5681999999999974
1080,ZTF18abcyttn,2458294.7949769,2,540294974015,20.2091,2,540294974015015160,t,160,540,40,726,1890.82,2928.31,277.624067,41.55318010000001,19.0177,0.118556,2.56474,19.3548,0.1831,4.41355,22.837,0.302,0.711,0.289,0.200727,0.337055,1.93,0.984,152.185,0.854308,1.25976,0.609,0.593,0.315544,0.307254,1.02698,7,0,0.596667,1.0,19.1,435246,0.922513,19.1967,0.2028,277.6224494,41.5528989,20.7759,19.5465,18.8123,18.4481,0.943083,14.9573,1,150,2458294.7949769,2458294.7949769,18.644077301025398,0,157862776234599407,157862776210440121,-999.0,21.7877,20.3112,19.6159,0.984167,15.2777,157862776164265512,18.0809,17.7266,17.5848,17.5476,0.995417,20.8468,12,726120240,2458156.065567,2458226.989259,19,,,,,,,,,,,,,,,,,,,2018-06-25T07:04:46.004,-0.08230000000000004
1082,ZTF18abcyttj,2458294.7908565,2,540290854015,20.1739,2,540290854015015152,t,152,540,40,726,1889.84,2929.88,277.6246649,41.5512349,18.9862,0.102685,1.40129,19.1265,0.1527,8.34015,22.837,0.302,0.711,0.289,0.933936,0.140258,2.32,0.983,150.624,1.04737,1.05357,0.712,0.63,0.306897,0.271552,1.13016,1,0,0.596667,1.0,19.1,435246,1.0,19.2641,0.2217,277.6224494,41.5528989,-999.0,21.7877,20.3112,19.6159,0.984167,11.4227,1,138,2458294.7908565,2458294.7908565,20.8221473693848,0,157862776210440121,157852776206466451,21.2435,20.9186,20.8365,20.7207,0.671923,20.2327,157862776328052405,22.0849,21.5068,21.0261,20.7186,0.942083,22.041,11,726120240,2458156.065567,2458226.989259,19,,,,,,,,,,,,,,,,,,,2018-06-25T06:58:50.002,-0.11380000000000123
1087,ZTF18abcyyaj,2458294.8265972,2,540326594015,20.2235,2,540326594015015184,t,184,540,40,726,1906.38,2857.84,277.6195327,41.567917,18.9711,0.11046,2.71052,18.7941,0.1093,2.0126,20.091,0.067,2.699,0.191,0.462294,-0.177003,2.99,0.986,222.658,1.42937,0.80705,0.842,0.753,0.281605,0.251839,1.11819,1,0,0.573333,1.0,19.1,435246,1.0,18.8852,0.1518,277.6193852,41.5684748,21.2084,20.702,20.2727,20.2327,0.0075,1.93488,1,161,2458294.8265972,2458294.8265972,19.462234497070305,0,157882776193332825,157872776215458308,-999.0,-999.0,21.5794,-999.0,0.0497798,12.8879,157872776171727656,-999.0,-999.0,20.5742,20.2629,0.792,14.4457,13,726120240,2458156.065567,2458226.989259,19,,,,,,,,,,,,,,,,,,,2018-06-25T07:50:17.998,-0.12890000000000157
1090,ZTF18abczefg,2458294.8705093,1,540370504015,20.052,2,540370504015015214,t,214,540,40,726,1928.76,2826.04,277.6133913,41.5882696,19.6598,0.158535,1.04643,19.9639,0.3746,2.52189,22.913,0.354,0.802,-0.6,1.08482,0.304051,1.92,0.979,254.462,0.0880855,1.24723,0.75,0.735,0.390625,0.382812,1.02041,5,0,0.47,1.0,19.1,435246,0.970381,19.8145,0.4191,277.6124563,41.5881606,-999.0,-999.0,21.6176,21.264,0.0184583,15.3664,1,164,2458294.8705093,2458294.8705093,10.682805061340302,0,157912776143271402,157912776124052000,-999.0,18.5924,-999.0,-999.0,0.5,16.6218,157912776085642515,-999.0,21.6642,21.2104,20.8069,0.00208333,21.9492,9,726120140,2458203.9007180003,2458277.8184720003,15,,,,,,,,,,,,,,,,,,,2018-06-25T08:53:32.004,0.5597999999999992
1091,ZTF18abdazlm,2458294.9499653,1,540449964015,20.5265,2,540449964015015134,t,134,540,40,726,1961.18,2692.32,277.6022179,41.6246229,19.8366,0.14481,1.32028,19.7572,0.1958,18.7694,22.423,0.26,1.047,-0.021,-0.648918,-0.079431,2.51,0.979,388.181,0.769318,0.98202,0.781,0.705,0.311155,0.280876,1.1078,4,0,0.426667,1.0,19.1,435246,1.0,19.5121,0.2002,277.5977174,41.62056010000001,22.0527,21.6893,20.4661,19.8807,0.990542,15.6815,1,165,2458294.9499653,2458294.9499653,13.566488265991199,0,157942776052815781,157952776063105365,20.0183,19.5027,19.2641,19.1839,0.990625,19.055,157942776090837911,20.4427,19.3409,18.7693,18.5142,0.99525,19.7697,6,726120140,2458203.9007180003,2458277.8184720003,15,,,,,,,,,,,,,,,,,,,2018-06-25T10:47:57.002,0.7365999999999993
1157,ZTF18abdcevk,2458295.7705324,2,541270534015,20.2002,2,541270534015015050,t,50,541,40,726,2177.11,1387.49,277.5116666,41.9997187,19.0283,0.0962627,2.7295,19.1343,0.1504,10.1801,22.997,0.349,0.615,-0.437,-5.10605,0.105977,2.44,0.982,895.386,1.06588,1.01019,0.695,0.679,0.284836,0.278279,1.02356,7,0,0.58,1.0,19.1,435246,0.900297,19.3737,0.2397,277.51529639999995,42.0006811,-999.0,22.9843,21.4681,-999.0,0.5,5.73592,1,167,2458295.7705324,2458295.7705324,14.832359313964801,0,158402775099781834,158402775095564922,21.5794,20.2412,19.3057,18.8367,0.998125,14.8305,158392775170369251,-999.0,22.0174,21.3812,20.8021,0.988536,14.8703,9,726120240,2458156.065567,2458226.989259,19,,,,,,,,,,,,,,,,,,,2018-06-26T06:29:33.999,-0.07169999999999987
